condition,cell_type,side,flyvis_node_count,brain_root_count,teacher_raw_mean,teacher_baseline_mean,teacher_positive_delta,input_rate_hz,student_mean_rate_hz
body_center_dark,Tm16,right,721,175,-0.11583983233081785,-0.2450590306899268,0.12921919835910894,23.109512961845237,16.0
body_center_dark,Tm2,left,721,765,-0.16481896345962185,-0.32067304587924284,0.15585408241962098,27.872885635951125,18.758169934640524
body_center_dark,Tm2,right,721,763,-0.16481896345962185,-0.32067304587924284,0.15585408241962098,27.872885635951125,18.54521625163827
body_center_dark,Tm20,left,721,747,0.5812901741309652,0.5364302146337647,0.04485995949720045,8.022738328614059,5.020080321285141
body_center_dark,Tm20,right,721,741,0.5812901741309652,0.5364302146337647,0.04485995949720045,8.022738328614059,6.275303643724697
body_center_dark,Tm3,left,721,889,1.3165444620418647,1.6702640961013455,0.0,0.0,0.0
body_center_dark,Tm3,right,721,857,1.3165444620418647,1.6702640961013455,0.0,0.0,0.0
body_center_dark,Tm4,left,721,755,0.0038184950292143864,-0.008280457847305694,0.01209895287652008,2.163772193878386,1.9867549668874172
body_center_dark,Tm4,right,721,734,0.0038184950292143864,-0.008280457847305694,0.01209895287652008,2.163772193878386,1.7029972752043596
body_center_dark,Tm5Y,left,721,407,0.3102490770580162,0.2936388212081753,0.016610255849840883,2.9705719253473823,2.457002457002457
body_center_dark,Tm5Y,right,721,401,0.3102490770580162,0.2936388212081753,0.016610255849840883,2.9705719253473823,1.745635910224439
body_center_dark,Tm5a,left,721,229,0.009332487589567279,-0.206870148273575,0.21620263586314228,38.66559829584479,27.729257641921397
body_center_dark,Tm5a,right,721,221,0.009332487589567279,-0.206870148273575,0.21620263586314228,38.66559829584479,25.1131221719457
body_center_dark,Tm5c,left,721,297,1.419617932008246,1.3256751328006635,0.09394279920758253,16.80069497046695,12.289562289562289
body_center_dark,Tm5c,right,721,310,1.419617932008246,1.3256751328006635,0.09394279920758253,16.80069497046695,11.451612903225806
body_center_dark,Tm9,left,721,756,0.15633899297320766,-0.02698992450692791,0.18332891748013558,32.786474831815106,22.08994708994709
body_center_dark,Tm9,right,721,750,0.15633899297320766,-0.02698992450692791,0.18332891748013558,32.786474831815106,19.0
body_center_dark,TmY14,left,721,185,-0.7022810547495385,-1.0332390703738832,0.3309580156243447,59.18840736530717,30.0
body_center_dark,TmY14,right,721,185,-0.7022810547495385,-1.0332390703738832,0.3309580156243447,59.18840736530717,21.89189189189189
body_center_dark,TmY15,left,721,106,0.47416409509370594,0.6677045818216758,0.0,0.0,0.0
body_center_dark,TmY15,right,721,119,0.47416409509370594,0.6677045818216758,0.0,0.0,0.0
body_center_dark,TmY18,left,721,569,1.416191277940255,1.8105015045602841,0.0,0.0,0.0
body_center_dark,TmY18,right,721,559,1.416191277940255,1.8105015045602841,0.0,0.0,0.0
body_center_dark,TmY3,left,721,374,-0.6965141713686401,-0.8081851075797364,0.11167093621109625,19.971188341997674,16.176470588235293
body_center_dark,TmY3,right,721,360,-0.6965141713686401,-0.8081851075797364,0.11167093621109625,19.971188341997674,13.194444444444445
body_center_dark,TmY4,left,721,215,0.19645757941900693,0.03921795776540485,0.15723962165360209,28.120674952812912,19.069767441860463
body_center_dark,TmY4,right,721,211,0.19645757941900693,0.03921795776540485,0.15723962165360209,28.120674952812912,20.14218009478673
body_center_dark,TmY5a,left,721,504,0.6707167344121973,0.5994574370913158,0.07125929732088143,12.74398600208317,10.218253968253968
body_center_dark,TmY5a,right,721,521,0.6707167344121973,0.5994574370913158,0.07125929732088143,12.74398600208317,10.556621880998081
body_center_dark,TmY9,left,721,371,1.2844901167879323,1.4208601187919776,0.0,0.0,0.0
body_center_dark,TmY9,right,721,356,1.2844901167879323,1.4208601187919776,0.0,0.0,0.0
body_right_dark,Am,left,721,84,-3.0778489433611314,-3.676418104176713,0.5985691608155816,107.04788418503152,58.92857142857143
body_right_dark,Am,right,721,229,-3.0779932826013408,-3.676418104176713,0.5984248215753722,107.022070609457,59.82532751091703
body_right_dark,C2,left,721,723,0.2326127400727692,0.2509370452792858,0.0,0.0,0.0
body_right_dark,C2,right,721,733,0.23339351216504214,0.2509370452792858,0.0,0.0,0.0
body_right_dark,C3,left,721,699,0.24177215476849745,0.2415862400924345,0.0001859146760629371,0.033248910926793725,0.0
body_right_dark,C3,right,721,761,0.24162317531237615,0.2415862400924345,3.693521994163618e-05,0.006605480879224762,0.0
body_right_dark,L1,left,721,789,-2.3153576970141736,-2.565552126559404,0.2501944295452305,44.744677926949876,29.91128010139417
body_right_dark,L1,right,721,790,-2.3153661021784506,-2.565552126559404,0.2501860243809535,44.743174750523515,29.303797468354432
body_right_dark,L2,left,721,764,-2.305855722743992,-2.5756758615147226,0.26982013877073063,48.254532402843466,28.664921465968586
body_right_dark,L2,right,721,790,-2.305825564261118,-2.5756758615147226,0.26985029725360477,48.25992593460763,30.0
body_right_dark,L3,left,721,680,0.12714408310822917,0.0704091596716745,0.05673492343655466,10.146452424992416,6.176470588235294
body_right_dark,L3,right,721,726,0.12661167491460623,0.0704091596716745,0.056202515242931725,10.05123674336182,7.575757575757576
body_right_dark,L4,left,721,659,1.0751565241367245,1.0686288824235186,0.006527641713205856,1.167400995341174,0.9104704097116844
body_right_dark,L4,right,721,739,1.0754167318716128,1.0686288824235186,0.006787849448094185,1.2139364490394933,0.4736129905277402
body_right_dark,L5,left,721,821,0.07652765001207797,0.11559486711312514,0.0,0.0,0.0
body_right_dark,L5,right,721,786,0.07624414340631591,0.11559486711312514,0.0,0.0,0.06361323155216285
body_right_dark,Lawf1,left,123,199,-0.5272957954964623,-0.47671180197854796,0.0,0.0,0.0
body_right_dark,Lawf1,right,123,156,-0.5269305435600488,-0.47671180197854796,0.0,0.0,0.0
body_right_dark,Lawf2,left,123,145,0.47313743110412987,0.5242224922327976,0.0,0.0,0.0
body_right_dark,Lawf2,right,123,168,0.46778916643281293,0.5242224922327976,0.0,0.0,0.0
body_right_dark,Mi1,left,721,787,0.48261229770617164,0.8997077064875425,0.0,0.0,0.0
body_right_dark,Mi1,right,721,793,0.4797446909470383,0.8997077064875425,0.0,0.0,0.0
body_right_dark,Mi10,left,721,195,1.093534716269345,1.3249444319103196,0.0,0.0,0.0
body_right_dark,Mi10,right,721,206,1.0897275462343607,1.3249444319103196,0.0,0.0,0.0
body_right_dark,Mi13,left,721,367,0.6473631718649365,0.6806043193787956,0.0,0.0,0.0
body_right_dark,Mi13,right,721,353,0.6499083583164397,0.6806043193787956,0.0,0.0,0.0
body_right_dark,Mi14,left,721,124,0.25634979927620427,0.2915014032734333,0.0,0.0,0.0
body_right_dark,Mi14,right,721,124,0.25419693930273496,0.2915014032734333,0.0,0.0,0.0
body_right_dark,Mi15,left,721,498,0.030597493089942182,0.3664863612231554,0.0,0.0,0.0
body_right_dark,Mi15,right,721,482,0.03626639749105612,0.3664863612231554,0.0,0.0,0.0
body_right_dark,Mi2,left,721,410,1.1849219991661475,1.2401932511845508,0.0,0.0,0.0
body_right_dark,Mi2,right,721,419,1.1835728559369187,1.2401932511845508,0.0,0.0,0.0
body_right_dark,Mi4,left,721,764,1.911215279651767,2.5961487655335427,0.0,0.0,0.0
body_right_dark,Mi4,right,721,764,1.9092195079140055,2.5961487655335427,0.0,0.0,0.0
body_right_dark,Mi9,left,721,801,0.48553913200073934,0.13652539833143065,0.34901373366930866,62.417485207408674,36.89138576779026
body_right_dark,Mi9,right,721,767,0.4827196958521579,0.13652539833143065,0.3461942975207273,61.9132583042231,38.33116036505867
body_right_dark,R7,left,721,672,0.2625058435030209,0.4320753999054432,0.0,0.0,0.0
body_right_dark,R7,right,721,671,0.2625058435030209,0.4320753999054432,0.0,0.0,0.0
body_right_dark,R8,left,721,670,1.4799804929101352,1.777094915509224,0.0,0.0,0.0
body_right_dark,R8,right,721,654,1.4799804929101352,1.777094915509224,0.0,0.0,0.0
body_right_dark,T1,left,721,645,-0.20040192493223347,-0.33451253229212247,0.134110607359889,23.984290712679694,16.589147286821706
body_right_dark,T1,right,721,745,-0.2003658724720777,-0.33451253229212247,0.13414665982004476,23.990738321129953,16.308724832214764
body_right_dark,T2,left,721,738,4.543080486615554,5.059273368463272,0.0,0.0,0.0
body_right_dark,T2,right,721,716,4.486882134217991,5.059273368463272,0.0,0.0,0.0
body_right_dark,T2a,left,721,910,0.31112524351891746,0.4931501398707808,0.0,0.0,0.0
body_right_dark,T2a,right,721,871,0.3008578921858436,0.4931501398707808,0.0,0.0,0.0
body_right_dark,T3,left,721,825,0.44991830746635497,0.686323561838695,0.0,0.0,0.0
body_right_dark,T3,right,721,790,0.4532864909415972,0.686323561838695,0.0,0.0,0.0
body_right_dark,T4a,left,721,729,-0.14780777859641286,0.14835371661864027,0.0,0.0,0.0
body_right_dark,T4a,right,721,734,-0.12181747572237142,0.14835371661864027,0.0,0.0,0.0
body_right_dark,T4b,left,721,756,-0.156452929603031,0.008925139044429887,0.0,0.0,0.0
body_right_dark,T4b,right,721,751,-0.16915270526949172,0.008925139044429887,0.0,0.0,0.0
body_right_dark,T4c,left,721,850,-0.1479132030064254,-0.017588837858833695,0.0,0.0,0.0
body_right_dark,T4c,right,721,842,-0.16997778500998356,-0.017588837858833695,0.0,0.0,0.0
body_right_dark,T4d,left,721,802,-0.13635270001830782,-0.17112019869541534,0.03476749867710752,6.217806421431925,3.865336658354115
body_right_dark,T4d,right,721,776,-0.13698111981727976,-0.17112019869541534,0.03413907887813558,6.105420060316581,4.188144329896907
body_right_dark,T5a,left,721,742,0.2600590311676708,0.11175657638989489,0.14830245477777593,26.522355381249657,15.768194070080863
body_right_dark,T5a,right,721,740,0.21295375304055567,0.11175657638989489,0.10119717665066078,18.09806511112544,10.675675675675675
body_right_dark,T5b,left,721,758,0.12169802964021119,0.014668236694643318,0.10702979294556787,19.141168021375957,12.071240105540896
body_right_dark,T5b,right,721,762,0.124456841817957,0.014668236694643318,0.10978860512331369,19.63455295635856,13.254593175853019
body_right_dark,T5c,left,721,763,0.15378858002570292,-0.02281167717476273,0.17660025720046565,31.58312375145357,18.938401048492793
body_right_dark,T5c,right,721,766,0.1381735540914044,-0.02281167717476273,0.16098523126616712,28.790538370871197,18.472584856396868
body_right_dark,T5d,left,721,740,0.19003324086843248,-0.008648808860104589,0.19868204972853706,35.532223243853196,22.2972972972973
body_right_dark,T5d,right,721,727,0.167668876044923,-0.008648808860104589,0.17631768490502758,31.532588628135926,17.81292984869326
body_right_dark,Tm1,left,721,773,0.2587817824663964,0.25418798348785027,0.004593798978546115,0.8215532860975946,2.652005174644243
body_right_dark,Tm1,right,721,771,0.25941169900295225,0.25418798348785027,0.005223715515101979,0.9342073232009924,2.3346303501945527
body_right_dark,Tm16,left,721,168,-0.133594089181869,-0.2450590306899268,0.1114649415080578,19.934348326579,11.30952380952381
body_right_dark,Tm16,right,721,175,-0.1329014387800185,-0.2450590306899268,0.11215759190990829,20.058221664618962,13.142857142857142
body_right_dark,Tm2,left,721,765,-0.17988567761934768,-0.32067304587924284,0.14078736825989516,25.178360127450656,16.99346405228758
body_right_dark,Tm2,right,721,763,-0.18938702101520186,-0.32067304587924284,0.13128602486404098,23.47914343867945,15.858453473132371
body_right_dark,Tm20,left,721,747,0.5758523686831603,0.5364302146337647,0.03942215404939553,7.050243242157874,4.551539491298527
body_right_dark,Tm20,right,721,741,0.5741168020936388,0.5364302146337647,0.03768658745987408,6.73985516433349,5.53306342780027
body_right_dark,Tm3,left,721,889,1.365913285203433,1.6702640961013455,0.0,0.0,0.0
body_right_dark,Tm3,right,721,857,1.3560869920166951,1.6702640961013455,0.0,0.0,0.0
body_right_dark,Tm4,left,721,755,0.0035939020269152014,-0.008280457847305694,0.011874359874220895,2.123606065596513,1.9205298013245033
body_right_dark,Tm4,right,721,734,-0.0001960405154575246,-0.008280457847305694,0.008084417331848169,1.4458141630015902,1.0899182561307903
body_right_dark,Tm5Y,left,721,407,0.30887650697131674,0.2936388212081753,0.01523768576314144,2.725102005920461,2.211302211302211
body_right_dark,Tm5Y,right,721,401,0.3085178830318577,0.2936388212081753,0.014879061823682371,2.6609658351145917,1.745635910224439
body_right_dark,Tm5a,left,721,229,-0.013751937258580439,-0.206870148273575,0.19311821101499457,34.537188415430094,26.200873362445414
body_right_dark,Tm5a,right,721,221,-0.01613449211647003,-0.206870148273575,0.19073565615710497,34.11109319838895,22.850678733031675
body_right_dark,Tm5c,left,721,297,1.41325164048244,1.3256751328006635,0.0875765076817765,15.662149782114689,11.447811447811448
body_right_dark,Tm5c,right,721,310,1.4103740262262905,1.3256751328006635,0.08469889342562698,15.147518327995392,10.64516129032258
body_right_dark,Tm9,left,721,756,0.13706089283105144,-0.02698992450692791,0.16405081733797935,29.338786633991635,20.436507936507937
body_right_dark,Tm9,right,721,750,0.13517715677201253,-0.02698992450692791,0.16216708127894044,29.00189998382007,16.933333333333334
body_right_dark,TmY14,left,721,185,-0.7314666765020261,-1.0332390703738832,0.30177239387185706,53.96886171920093,28.64864864864865
body_right_dark,TmY14,right,721,185,-0.8067314793231759,-1.0332390703738832,0.22650759105070728,40.50853261599475,16.216216216216218
body_right_dark,TmY15,left,721,106,0.4795881531189355,0.6677045818216758,0.0,0.0,0.0
body_right_dark,TmY15,right,721,119,0.5165567666754541,0.6677045818216758,0.0,0.0,0.0
body_right_dark,TmY18,left,721,569,1.470758215094117,1.8105015045602841,0.0,0.0,0.0
body_right_dark,TmY18,right,721,559,1.4528892253539765,1.8105015045602841,0.0,0.0,0.0
body_right_dark,TmY3,left,721,374,-0.7108250845265,-0.8081851075797364,0.09736002305323643,17.411830001154893,15.106951871657754
body_right_dark,TmY3,right,721,360,-0.7118136839558152,-0.8081851075797364,0.09637142362392115,17.235029250059508,11.805555555555555
body_right_dark,TmY4,left,721,215,0.1548616467806623,0.03921795776540485,0.11564368901525746,20.681673963235074,13.953488372093023
body_right_dark,TmY4,right,721,211,0.17095770128151283,0.03921795776540485,0.13173974351610798,23.5602863122162,17.061611374407583
body_right_dark,TmY5a,left,721,504,0.6700892621025943,0.5994574370913158,0.07063182501127852,12.63176908961116,10.01984126984127
body_right_dark,TmY5a,right,721,521,0.6624766094198362,0.5994574370913158,0.06301917232852039,11.270325139484507,9.596928982725528
body_right_dark,TmY9,left,721,371,1.3080870883330062,1.4208601187919776,0.0,0.0,0.0
body_right_dark,TmY9,right,721,356,1.296843497198845,1.4208601187919776,0.0,0.0,0.0
