family,target_super_class,target_n_roots,target_sampled_fraction,target_mean_selected_frames,target_mean_spike_frames,target_corr_target_bearing_voltage,target_corr_target_bearing_asymmetry,target_corr_forward_speed_voltage,target_corr_turn_drive_asymmetry,target_mean_spike_per_frame,target_mean_voltage_mv,no_target_super_class,no_target_n_roots,no_target_sampled_fraction,no_target_mean_selected_frames,no_target_mean_spike_frames,no_target_corr_target_bearing_voltage,no_target_corr_target_bearing_asymmetry,no_target_corr_forward_speed_voltage,no_target_corr_turn_drive_asymmetry,no_target_mean_spike_per_frame,no_target_mean_voltage_mv,target_minus_no_target_mean_spike_frames,target_minus_no_target_mean_selected_frames
AVLP299_b,central,6,0.0,0.0,0.0,0.44515139749094007,-0.24890472228381852,-0.08220114542149831,-0.5023313444410702,0.0,-67.2976303100586,central,6,0.0,0.0,0.0,,,-0.015217210538092546,-0.041034370148205275,0.0,-68.47119903564453,0.0,0.0
AVLP299_c,central,5,0.0,0.0,0.0,0.5239582092779189,0.6259034335886757,-0.12367844456706256,0.4572584870799803,0.0,-63.409278869628906,central,5,0.0,0.0,0.0,,,0.0305298209710288,-0.07032028016813131,0.0,-63.1981315612793,0.0,0.0
AVLP300_a,central,6,0.0,0.16666666666666666,0.0,0.33389667308917836,-0.6700775868575483,-0.08904834040384921,-0.6722004185785683,0.0,-57.078460693359375,central,6,0.0,0.16666666666666666,0.0,,,-0.03689254561457138,-0.20585374100876574,0.0,-57.663177490234375,0.0,0.0
AVLP300_b,central,4,0.0,0.5,0.0,0.16081991481565275,0.7753341066119296,0.035059389892032486,0.6759913500047435,0.0,-55.2507438659668,central,4,0.0,0.5,0.0,,,0.01587961310089497,0.42155849670466516,0.0,-57.65558624267578,0.0,0.0
AVLP303,central,4,0.0,0.0,0.0,0.5542933076943102,-0.4908367536493779,-0.21997025897194328,-0.7137296712111617,0.0,-63.2136344909668,central,4,0.0,0.0,0.0,,,-0.030885056645508908,0.13381064772344062,0.0,-67.14659881591797,0.0,0.0
AVLP304,central,3,0.0,0.0,0.0,0.6642472408115281,-0.09485959776749288,-0.15554324399197503,-0.36528448319820206,0.0,-70.58723449707031,central,3,0.0,0.0,0.0,,,-0.00805732117078493,0.2631039996577136,0.0,-71.30848693847656,0.0,0.0
AVLP305,central,4,0.0,0.25,0.0,0.5943727818860367,-0.09861898473997699,-0.09491411913210238,-0.33397605378615297,0.0,-58.761173248291016,central,4,0.0,0.25,0.0,,,-0.0017505178884480548,-0.1449220821859291,0.0,-59.51707077026367,0.0,0.0
AVLP306,central,6,0.0,0.3333333333333333,0.0,0.6445503145737389,-0.0761598481482425,-0.1391069726199334,-0.1697328574243648,0.0,-54.24122619628906,central,6,0.0,0.3333333333333333,0.0,,,0.07561599603779813,0.42799002339419095,0.0,-54.471900939941406,0.0,0.0
AVLP308,central,4,0.0,0.0,0.0,0.40467161312443917,-0.33184759411904974,-0.07566761844595106,-0.6250952743738195,0.0,-56.287384033203125,central,4,0.0,0.0,0.0,,,-0.007492186437191456,-0.4974775230486234,0.0,-56.46792984008789,0.0,0.0
AVLP309a,central,4,0.0,0.0,0.0,0.5597031977034567,-0.16252347899577724,-0.15165889093865037,-0.05635230320891567,0.0,-56.360313415527344,central,4,0.0,0.0,0.0,,,0.034758228354592406,0.4058873768572693,0.0,-56.52179718017578,0.0,0.0
AVLP309b,central,5,0.0,0.0,0.0,0.5439031814146161,0.17064384457383466,-0.12998508572238177,-0.04064813277247891,0.0,-53.71553039550781,central,5,0.0,0.0,0.0,,,0.08293648169837847,0.4368552822861875,0.0,-54.14790344238281,0.0,0.0
AVLP310a,central,4,0.0,0.25,0.0,0.4562049090619941,0.23405354822673172,-0.16668863804789014,0.0034349298120516596,0.0,-56.663047790527344,central,4,0.0,0.25,0.0,,,-0.06396086862688988,-0.09379501941863141,0.0,-55.444923400878906,0.0,0.0
AVLP312a,central,3,0.0,0.0,0.0,-0.26930440643828457,-0.40902555253027323,0.008659406909966591,-0.2288726392598495,0.0,-51.76082992553711,central,3,0.0,0.0,0.0,,,-0.05408207848119354,-0.5058095212918773,0.0,-51.5139045715332,0.0,0.0
AVLP312b,central,5,0.0,0.0,0.0,0.6330376479392266,-0.146450001314286,-0.255259257164188,-0.1940279946631255,0.0,-52.739532470703125,central,5,0.0,0.0,0.0,,,-0.02156802087570459,-0.5715174599787646,0.0,-52.1671257019043,0.0,0.0
AVLP313,central,2,0.0,0.0,0.0,-0.5229492749137837,0.1944636719232402,0.13532366460213052,-0.11711205928360928,0.0,-51.33640670776367,central,2,0.0,0.0,0.0,,,-0.015263502495628231,-0.4715150316811773,0.0,-51.27765655517578,0.0,0.0
AVLP314,central,2,0.0,0.0,0.0,0.2622054807152128,0.30730446415711193,-0.08644264658140216,0.3379308478597671,0.0,-56.624610900878906,central,2,0.0,0.0,0.0,,,0.06539275231335026,0.6531242585615349,0.0,-60.749454498291016,0.0,0.0
AVLP315,central,2,0.0,0.0,0.0,-0.4817794573797476,0.07944609899528271,0.15294589775276485,0.31611983908216085,0.0,-52.318904876708984,central,2,0.0,0.0,0.0,,,-0.00355377018999014,0.2824636430228034,0.0,-53.678436279296875,0.0,0.0
AVLP316,central,4,0.0,0.0,0.0,0.21752085141804162,0.3964724219296068,-0.054611845383235186,0.35385336692498937,0.0,-59.3435173034668,central,4,0.0,0.0,0.0,,,0.01519880870777244,-0.009007003706491351,0.0,-60.85148620605469,0.0,0.0
AVLP317,central,2,0.0,0.0,0.0,0.6554682723924268,-0.6052727923152239,-0.22967980820965975,-0.4192678826794943,0.0,-54.65773391723633,central,2,0.0,0.0,0.0,,,0.04229037173521918,0.5021601489579613,0.0,-55.02296829223633,0.0,0.0
AVLP322,central,2,0.0,0.0,0.0,0.5956486624986249,0.3907117044830682,-0.10259938839010938,0.08286406075717873,0.0,-70.1889877319336,central,2,0.0,0.0,0.0,,,0.04997781285539375,0.292320838526974,0.0,-71.15054321289062,0.0,0.0
AVLP323,central,2,0.0,0.0,0.0,0.5768852515632734,0.19993407427688373,-0.12611228296292354,0.23009751169427214,0.0,-68.31843566894531,central,2,0.0,0.0,0.0,,,0.042709948891476626,0.39774526966673324,0.0,-70.21086120605469,0.0,0.0
AVLP339,central,2,0.0,0.0,0.0,0.5241768776224015,0.40267454458097,-0.08388404212581366,0.15075762488543726,0.0,-73.72335815429688,central,2,0.0,0.0,0.0,,,0.03853953890425535,0.2622624719423541,0.0,-79.3011703491211,0.0,0.0
AVLP340,central,2,0.0,0.0,0.0,0.05442167575645186,0.39241362312583966,0.09784997825052356,0.6416356239698378,0.0,-78.40007781982422,central,2,0.0,0.0,0.0,,,0.11685963292025713,0.41687728671759694,0.0,-83.29914093017578,0.0,0.0
AVLP342,central,2,0.0,0.0,0.0,0.7003935661989358,0.5013826040014243,-0.21551559402377551,0.3568730832742865,0.0,-56.27960968017578,central,2,0.0,0.0,0.0,,,0.024962051798596584,0.5385995528004798,0.0,-58.308982849121094,0.0,0.0
AVLP344,central,3,0.0,0.0,0.0,0.6153758693454684,0.14305056029594304,-0.12625246386820663,0.14665854121120314,0.0,-55.53245162963867,central,3,0.0,0.0,0.0,,,0.0341839290823185,0.40519917530289357,0.0,-55.52729034423828,0.0,0.0
AVLP345,central,2,0.0,0.0,0.0,0.639619674260769,0.17173762713889906,-0.21369182002106255,0.1423788993042792,0.0,-56.638282775878906,central,2,0.0,0.0,0.0,,,0.008948183926111002,0.40180008554162533,0.0,-57.11343765258789,0.0,0.0
AVLP347,central,5,0.0,0.0,0.0,0.5111762538043662,-0.1177750341623326,0.04743500699760667,-0.26240082242885765,0.0,-55.081214904785156,central,5,0.0,0.0,0.0,,,0.035949579935650657,-0.15496274868933121,0.0,-55.466033935546875,0.0,0.0
AVLP363,central,2,0.0,0.0,0.0,0.6235714084006497,-0.00043407398860340654,-0.1662339644100983,-0.18426267423862547,0.0,-54.84585952758789,central,2,0.0,0.0,0.0,,,0.06909381450460256,0.5012323979396133,0.0,-56.99296951293945,0.0,0.0
AVLP369,central,2,0.0,0.0,0.0,0.5210378723202926,-0.2191029152683291,-0.08979180937765714,-0.34701052853842057,0.0,-61.743282318115234,central,2,0.0,0.0,0.0,,,-0.055476762266387314,-0.3767662987650459,0.0,-61.170310974121094,0.0,0.0
AVLP370a,central,2,1.0,0.0,0.0,0.8230531921998065,0.7099775281111201,-0.2873765294109539,0.7579845404698452,0.0,-75.43257904052734,central,2,1.0,0.0,0.0,,,0.06811119835342795,0.5888744429244466,0.0,-74.2386703491211,0.0,0.0
AVLP370b,central,2,0.0,0.0,0.0,0.2816348266116268,0.6113459693271778,-0.07615340875854316,0.6656947916684858,0.0,-59.412967681884766,central,2,0.0,0.0,0.0,,,0.03582457576865181,0.3129408683932203,0.0,-59.047264099121094,0.0,0.0
AVLP371,central,2,0.0,0.0,0.0,0.6141290730128159,0.4179397073608865,-0.1549236512053547,0.4313227860212936,0.0,-63.015079498291016,central,2,0.0,0.0,0.0,,,0.017586454013440275,0.5471009752277316,0.0,-63.767967224121094,0.0,0.0
AVLP373,central,2,0.0,0.0,0.0,0.33839100713651826,-0.26644785747108024,-0.08746442107018831,-0.5323158405760483,0.0,-62.579376220703125,central,2,0.0,0.0,0.0,,,-0.07827057466855282,-0.49351173889109307,0.0,-61.89210891723633,0.0,0.0
AVLP380a,central,2,0.0,0.0,0.0,0.5771252566366346,0.15640250846848294,-0.14688539227651143,0.2154942784895858,0.0,-53.799842834472656,central,2,0.0,0.0,0.0,,,0.052738373095762334,0.35305439690994334,0.0,-53.93867111206055,0.0,0.0
AVLP380b,central,4,0.0,0.0,0.0,0.48837307165117083,0.6188171572611063,-0.11430463065927879,0.3072425894083557,0.0,-53.675079345703125,central,4,0.0,0.0,0.0,,,0.09108752304696709,-0.05794136942223337,0.0,-53.708984375,0.0,0.0
AVLP381,central,2,0.0,0.0,0.0,0.5918103174808556,-0.42742068330617344,-0.14986034791709904,-0.24287180817435647,0.0,-54.23054504394531,central,2,0.0,0.0,0.0,,,0.02784143586590583,0.39673679107383314,0.0,-54.30656433105469,0.0,0.0
AVLP386,central,1,0.0,0.0,0.0,0.4878322262285887,0.4878322262285887,-0.09438779915807873,0.43282411863001247,0.0,-52.8264045715332,central,1,0.0,0.0,0.0,,,0.027611402912340426,-0.13749687213416562,0.0,-52.749061584472656,0.0,0.0
AVLP390,central,4,0.0,0.0,0.0,0.4499078676593116,-0.49059535018861744,-0.16174398365585022,-0.7180447752982931,0.0,-59.34996032714844,central,4,0.0,0.0,0.0,,,0.00786863214612006,-0.3654921924898761,0.0,-59.47734451293945,0.0,0.0
AVLP394,central,4,0.0,0.0,0.0,0.6271865211546156,0.25461777406493435,-0.1520129155027725,0.455362147376938,0.0,-55.917110443115234,central,4,0.0,0.0,0.0,,,0.08631845279015378,0.593756735578942,0.0,-55.412227630615234,0.0,0.0
AVLP396,central,2,0.0,0.0,0.0,-0.30244247650917544,0.13429292397747744,0.1110607740345143,0.5150464829420405,0.0,-60.48273468017578,central,2,0.0,0.0,0.0,,,-0.0620857421536134,0.02543805571172215,0.0,-61.29265594482422,0.0,0.0
AVLP397,central,2,0.0,0.0,0.0,0.1980278679283917,0.5004524198875215,-0.017074294136990322,0.500442535007094,0.0,-52.16585922241211,central,2,0.0,0.0,0.0,,,0.126968749662743,0.1969980468315702,0.0,-53.002655029296875,0.0,0.0
AVLP398,central,2,0.0,0.0,0.0,0.6208470363234967,0.488820959827216,-0.11131901724003784,0.28339180607773634,0.0,-61.467185974121094,central,2,0.0,0.0,0.0,,,0.05921754525721539,0.3920512100425577,0.0,-63.053592681884766,0.0,0.0
AVLP402,central,2,0.0,0.0,0.0,0.6992107408022423,0.3582315906260221,-0.19604255963368689,-0.10964888670096061,0.0,-57.84953308105469,central,2,0.0,0.0,0.0,,,0.03823800072630835,0.15722274005047432,0.0,-58.489532470703125,0.0,0.0
"AVLP417,AVLP438",central,4,0.0,0.0,0.0,0.7425538241337503,-0.4545942141512857,-0.1781736150455643,-0.40473713530820216,0.0,-53.930389404296875,central,4,0.0,0.0,0.0,,,0.04659750273072651,-0.21689905640324278,0.0,-53.60945129394531,0.0,0.0
AVLP418,central,2,0.0,0.0,0.0,-0.21974712369689925,0.3144158265195811,0.16374230108509746,0.6070858188261569,0.0,-51.892032623291016,central,2,0.0,0.0,0.0,,,-0.020821015104167114,-0.34077767128627556,0.0,-51.828826904296875,0.0,0.0
AVLP419a,central,2,0.0,0.0,0.0,0.10484619924091336,-0.3252653026989525,-0.07449090948241362,-0.23277902144734,0.0,-52.08195495605469,central,2,0.0,0.0,0.0,,,0.10932725461695628,0.3636522129928479,0.0,-52.13835906982422,0.0,0.0
AVLP419b,central,4,0.0,0.25,0.0,0.500013914215002,0.16723079227188006,-0.11784264871740621,0.09921930644246968,0.0,-54.682342529296875,central,4,0.0,0.25,0.0,,,0.04515138016470148,0.2926764349680817,0.0,-54.73503875732422,0.0,0.0
"AVLP420_a,AVLP427",central,4,0.0,0.0,0.0,0.3441167770529219,-0.147371299065919,-0.08664180103237036,0.16759286862841088,0.0,-52.98390579223633,central,4,0.0,0.0,0.0,,,0.039553602809337327,0.16268555283823255,0.0,-52.74382781982422,0.0,0.0
AVLP420_b,central,4,0.0,0.0,0.0,0.4351026850673883,-0.6895084604083032,-0.16160806636546968,-0.5597404349360573,0.0,-52.254024505615234,central,4,0.0,0.0,0.0,,,-0.07409474983136174,-0.502103876874832,0.0,-52.107147216796875,0.0,0.0
AVLP421,central,4,0.0,0.0,0.0,0.06458615603931807,-0.2325105558314752,0.006128200147588067,0.0032721096534771388,0.0,-52.016719818115234,central,4,0.0,0.0,0.0,,,0.04404191075240265,0.1758669759039554,0.0,-52.01679611206055,0.0,0.0
AVLP423,central,6,0.0,0.0,0.0,0.5687769618638798,0.07710460820872131,-0.14428790907565758,0.06790388700009001,0.0,-56.764686584472656,central,6,0.0,0.0,0.0,,,0.0324010531155657,0.2998678997085399,0.0,-57.15635299682617,0.0,0.0
AVLP429,central,2,0.0,0.5,0.0,0.10296720439418892,0.16900883679560122,-0.07052333892811906,0.2275305813332896,0.0,-53.41484451293945,central,2,0.0,0.5,0.0,,,-0.11174152983381166,0.30984941206502714,0.0,-54.012657165527344,0.0,0.0
AVLP433_a,central,2,0.0,0.0,0.0,0.5286439847911614,0.1346495940079661,-0.141755213698567,-0.11174478991559085,0.0,-70.93836212158203,central,2,0.0,0.0,0.0,,,-0.02919344532664849,-0.22338532573390105,0.0,-67.58171844482422,0.0,0.0
AVLP433_b,central,2,0.0,0.0,0.0,0.5982724320523739,0.10565708246061369,-0.14799992333993833,-0.1910582166985995,0.0,-66.28851318359375,central,2,0.0,0.0,0.0,,,0.0288964828678432,0.3234296442281083,0.0,-68.49304962158203,0.0,0.0
AVLP434_a,central,2,0.0,0.0,0.0,0.6159141533560404,0.16073133632181688,-0.13742696334436233,0.040750158815915434,0.0,-66.14523315429688,central,2,0.0,0.0,0.0,,,0.04691238358638835,0.2862829624418004,0.0,-67.60148620605469,0.0,0.0
AVLP434_b,central,2,0.0,0.0,0.0,0.42798169166906236,0.7622923507655427,-0.08319829597932767,0.7649926279131923,0.0,-62.33640670776367,central,2,0.0,0.0,0.0,,,-0.03768613610200642,0.29669378395562646,0.0,-62.094844818115234,0.0,0.0
AVLP435b,central,2,0.0,0.0,0.0,0.12277323950556068,-0.5948698334673023,0.010093270152760452,-0.7880500446370738,0.0,-72.23078155517578,central,2,0.0,0.0,0.0,,,-0.08055380898480426,-0.625227011551992,0.0,-78.75609588623047,0.0,0.0
AVLP437,central,2,0.0,0.0,0.0,0.30809902891410007,-0.5355450663164609,-0.0009622833059400888,-0.6396101669312345,0.0,-67.48921966552734,central,2,0.0,0.0,0.0,,,-0.013209933121029718,-0.3683291165757017,0.0,-66.30577850341797,0.0,0.0
AVLP439,central,2,0.0,0.0,0.0,0.24012024092099016,0.04513558652203683,-0.13430240129772855,0.1419045404419068,0.0,-53.624610900878906,central,2,0.0,0.0,0.0,,,0.04777932321891643,0.4686639960772216,0.0,-53.903594970703125,0.0,0.0
AVLP442,central,2,0.0,0.0,0.0,0.4264912933232855,0.20141369048147081,-0.06020956625699421,0.1997237794586886,0.0,-78.75906372070312,central,2,0.0,0.0,0.0,,,-0.004074444149456281,0.2645545231200988,0.0,-78.41203308105469,0.0,0.0
AVLP443,central,2,0.0,0.0,0.0,0.589452359899269,-0.1567059413185445,-0.15287918380337853,-0.0740148628480536,0.0,-68.01570129394531,central,2,0.0,0.0,0.0,,,0.024692855076269546,0.4148524928785103,0.0,-69.29116821289062,0.0,0.0
AVLP444,central,4,0.0,0.5,0.0,-0.15266010310759318,-0.4017284884117597,0.17697215869522084,-0.19434561444352239,0.0,-57.14992141723633,central,4,0.0,0.5,0.0,,,0.037191741050112866,-0.1515205400595592,0.0,-58.13539123535156,0.0,0.0
AVLP445,central,2,0.0,0.0,0.0,0.7180429579429731,0.035772406298168746,-0.1958954146753161,-0.2478992847411007,0.0,-58.72523498535156,central,2,0.0,0.0,0.0,,,0.03271676809282536,-0.10127755074889276,0.0,-59.130157470703125,0.0,0.0
AVLP447,central,2,0.0,0.0,0.0,-0.5283855141876816,0.44198384669641444,0.156119082598278,-0.03171459115474259,0.0,-49.07796859741211,central,2,0.0,0.0,0.0,,,0.007701626441770982,-0.2906604219728202,0.0,-49.12109375,0.0,0.0
AVLP448,central,2,0.0,0.0,0.0,-0.025528808317551683,-0.585982178551999,-0.08998954150525054,-0.3600526957607779,0.0,-55.03968811035156,central,2,0.0,0.0,0.0,,,0.06956621463828841,0.48521017698399466,0.0,-54.15101623535156,0.0,0.0
AVLP449,central,2,0.0,0.0,0.0,0.15628667904619115,-0.5530037507876556,-0.021567100413759224,-0.5949092031450336,0.0,-57.407657623291016,central,2,0.0,0.0,0.0,,,-0.18371133913412768,-0.19997428681971377,0.0,-54.334922790527344,0.0,0.0
AVLP451a,central,2,0.0,0.0,0.0,0.40093157891583375,-0.09753094546120539,0.016736736051317307,-0.2508703754916386,0.0,-61.786251068115234,central,2,0.0,0.0,0.0,,,-0.00416457736894723,0.03460582821219932,0.0,-58.98273468017578,0.0,0.0
AVLP451b,central,4,0.0,0.25,0.0,0.6366289422996804,0.1487036115198886,-0.032307601631494515,-0.09280784568866662,0.0,-61.137733459472656,central,4,0.0,0.25,0.0,,,-0.01745862416974495,-0.33107406878328927,0.0,-60.42640686035156,0.0,0.0
AVLP451c,central,3,0.0,0.0,0.0,0.5122953437678703,0.435231515347816,-0.0781425690031277,0.4557038320481076,0.0,-58.39995193481445,central,3,0.0,0.0,0.0,,,0.031218330578958117,0.4213186282376837,0.0,-58.1935920715332,0.0,0.0
AVLP454_b,central,10,0.0,0.0,0.0,0.5523972577725693,-0.5537330541798146,-0.24494172689738597,-0.5252981022659557,0.0,-55.2578125,central,10,0.0,0.0,0.0,,,-0.0028897032694555273,0.12982116706000438,0.0,-56.59992218017578,0.0,0.0
AVLP455,central,3,0.0,0.0,0.0,0.5928470727943509,0.1733315612981252,-0.12320328399273908,0.16415330816634274,0.0,-54.5447883605957,central,3,0.0,0.0,0.0,,,0.04267020932059229,0.2999670041508596,0.0,-54.4904670715332,0.0,0.0
AVLP457,central,3,0.0,0.0,0.0,0.5676069253629837,-0.6348320625457631,-0.13448443871629456,-0.4801203208811261,0.0,-59.573333740234375,central,3,0.0,0.0,0.0,,,0.020207137625950757,0.40224167156638974,0.0,-59.67994689941406,0.0,0.0
AVLP458,central,1,0.0,0.0,0.0,0.677843512884218,0.677843512884218,-0.19922914568214323,0.4586004759040677,0.0,-54.28703308105469,central,1,0.0,0.0,0.0,,,-0.06345114810358952,-0.19119057208869267,0.0,-53.917030334472656,0.0,0.0
AVLP459,central,4,0.0,0.0,0.0,0.7063018550008783,-0.4568940611095681,-0.2640446776297025,-0.13711873512438447,0.0,-55.502655029296875,central,4,0.0,0.0,0.0,,,0.06109265995894963,0.5645859437315,0.0,-55.739139556884766,0.0,0.0
AVLP460,central,3,0.0,0.0,0.0,0.40961163496905445,-0.33359563729499436,-0.0314134009337229,-0.2041326806887368,0.0,-53.764530181884766,central,3,0.0,0.0,0.0,,,0.11523140219784402,0.3355297252182649,0.0,-54.43312454223633,0.0,0.0
AVLP464,central,2,0.0,0.0,0.0,-0.17320539471962632,0.06700193166945635,0.07105219162405516,0.15981490914086036,0.0,-48.779685974121094,central,2,0.0,0.0,0.0,,,-0.01660322955668502,0.03246948131445471,0.0,-48.7424201965332,0.0,0.0
AVLP465b,central,6,0.0,0.16666666666666666,0.0,0.21121691763858635,-0.39760422385296346,-0.15091889253758445,-0.008870342066053177,0.0,-56.491798400878906,central,6,0.0,0.16666666666666666,0.0,,,-0.0784009696994618,-0.2789580408868705,0.0,-56.41911315917969,0.0,0.0
AVLP465c,central,4,0.0,0.0,0.0,-0.0714302665488412,-0.5529144693448754,0.049903638226656936,-0.11295835300861892,0.0,-54.490821838378906,central,4,0.0,0.0,0.0,,,0.06282594452301922,0.018723007248342048,0.0,-55.11636734008789,0.0,0.0
AVLP469a,central,2,0.0,0.0,0.0,-0.34079232318628705,0.7778561480025452,0.008023485301095833,0.7111076627400407,0.0,-49.3088264465332,central,2,0.0,0.0,0.0,,,0.035631742532472165,0.3174668200722412,0.0,-49.3459358215332,0.0,0.0
AVLP469b,central,6,0.0,0.16666666666666666,0.0,0.4263479375471999,-0.7788944138037565,-0.09812423537945919,-0.5408319011370764,0.0,-53.480674743652344,central,6,0.0,0.16666666666666666,0.0,,,-0.02219400796288948,-0.05927344239529909,0.0,-53.29265594482422,0.0,0.0
AVLP470a,central,2,0.0,0.0,0.0,0.456063658650414,-0.505358724554159,-0.1688193860396755,-0.046400559617117386,0.0,-54.155860900878906,central,2,0.0,0.0,0.0,,,0.016381057327856864,-0.03584585456831629,0.0,-54.327186584472656,0.0,0.0
AVLP470b,central,2,0.0,0.0,0.0,0.6208599659707202,0.10723831099829659,-0.18583501358779325,0.0013115003496435942,0.0,-61.1267204284668,central,2,0.0,0.0,0.0,,,0.023906346562524303,-0.2863005046237177,0.0,-61.31257629394531,0.0,0.0
AVLP471,central,4,0.0,0.0,0.0,-0.525467984843527,-0.32019623315850243,0.13557029493990774,-0.3206723793058613,0.0,-48.454532623291016,central,4,0.0,0.0,0.0,,,-0.022262431530461948,0.266431656635183,0.0,-48.41324234008789,0.0,0.0
AVLP473,central,2,0.0,0.0,0.0,-0.02978746901056036,-0.6910872292363577,0.04750247549427758,-0.5741370386249506,0.0,-52.883750915527344,central,2,0.0,0.0,0.0,,,0.07663827864605237,-0.17301529169143398,0.0,-53.2346076965332,0.0,0.0
AVLP474,central,2,0.0,0.0,0.0,0.4249307760159016,0.40118127620176,-0.04497468292213816,0.13529771677204938,0.0,-52.789920806884766,central,2,0.0,0.0,0.0,,,-0.007654213687369397,0.4693856727328118,0.0,-53.997501373291016,0.0,0.0
AVLP475a,central,2,0.0,0.0,0.0,0.6021240420213526,-0.4697996580156629,-0.07166980598347311,-0.6501046472922832,0.0,-55.061641693115234,central,2,0.0,0.0,0.0,,,-0.004153263665773138,0.128154757697807,0.0,-55.512420654296875,0.0,0.0
AVLP475b,central,2,0.0,0.0,0.0,-0.1358234457487613,-0.0974943101062686,0.06955916839935068,-0.27032561626502416,0.0,-52.0290641784668,central,2,0.0,0.0,0.0,,,0.008264036638400108,0.26833439090954125,0.0,-52.342735290527344,0.0,0.0
AVLP476,central,2,0.0,0.0,0.0,-0.25708886539171744,-0.43036485003864183,0.11434632681427007,-0.3212587486238809,0.0,-58.16554641723633,central,2,0.0,0.0,0.0,,,-0.005455518493379542,-0.3180737379039468,0.0,-57.739219665527344,0.0,0.0
AVLP477,central,2,0.0,0.0,0.0,-0.3593852160298303,0.31079299232301055,0.16250952243419925,0.542323193204176,0.0,-51.13148498535156,central,2,0.0,0.0,0.0,,,0.06924021347451292,0.15527056863066,0.0,-52.16328048706055,0.0,0.0
AVLP478,central,2,0.0,0.0,0.0,0.2266300744838592,-0.2975587993884021,-0.016508863004562196,-0.2539450258267734,0.0,-68.8266372680664,central,2,0.0,0.0,0.0,,,-0.05972756525077131,-0.3455854853074384,0.0,-68.42124938964844,0.0,0.0
AVLP486,central,8,0.0,0.0,0.0,0.6806582892781105,0.5182474781034894,-0.15223849362822603,0.06536237154392173,0.0,-52.91462707519531,central,8,0.0,0.0,0.0,,,0.05550352238317233,-0.28265797620283656,0.0,-52.90888595581055,0.0,0.0
AVLP487,central,3,0.0,0.0,0.0,-0.42139500047050255,0.4870635061778589,0.08931860641179523,-0.1191085392490357,0.0,-50.4833869934082,central,3,0.0,0.0,0.0,,,0.018534783880964613,-0.4086451582230034,0.0,-50.580257415771484,0.0,0.0
AVLP488,central,4,0.0,0.0,0.0,0.39378177589522245,0.7391379543560536,-0.017686810214264534,0.5657597633651815,0.0,-58.627498626708984,central,4,0.0,0.0,0.0,,,0.07884080991361883,0.4627003056719117,0.0,-58.80710983276367,0.0,0.0
AVLP490,central,4,0.0,0.0,0.0,-0.04300096992115767,0.23250740324775884,0.11401520016620911,0.1146475179493711,0.0,-49.692264556884766,central,4,0.0,0.0,0.0,,,0.0654154088610081,-0.26094283186311873,0.0,-50.296287536621094,0.0,0.0
AVLP491,central,2,0.0,0.0,0.0,-0.20624166389185386,0.10446909198726327,0.05439059853424781,0.21698702683596827,0.0,-55.51093673706055,central,2,0.0,0.0,0.0,,,-0.1273374486726372,-0.032645866724671485,0.0,-55.12507629394531,0.0,0.0
AVLP494,central,6,0.0,0.0,0.0,0.6226352947303953,-0.3289533435947471,-0.1681796868136925,-0.05949865166645718,0.0,-64.31543731689453,central,6,0.0,0.0,0.0,,,0.020514182497448068,0.5051260746241414,0.0,-64.70523071289062,0.0,0.0
AVLP496a,central,4,0.0,0.0,0.0,-0.34595761015830295,-0.27466168651006456,0.10298777890416405,-0.4012971104585001,0.0,-50.381248474121094,central,4,0.0,0.0,0.0,,,-0.0640418040555962,-0.4635483781284121,0.0,-50.37453079223633,0.0,0.0
AVLP497,central,2,0.0,0.0,0.0,0.5301458195645791,0.4929992230340725,-0.12505230535330292,-0.08655259676426803,0.0,-52.2834358215332,central,2,0.0,0.0,0.0,,,0.013312196438222347,-0.390612063754556,0.0,-52.31578063964844,0.0,0.0
AVLP501,central,2,0.0,0.5,0.0,0.4157309310982822,0.7343784169581118,-0.026093483411756716,0.7588496066824086,0.0,-80.59546661376953,central,2,0.0,0.5,0.0,,,0.07677884615501541,0.4836639324662761,0.0,-88.08570098876953,0.0,0.0
AVLP502,central,2,0.0,0.0,0.0,0.5837442211427806,0.32814409063616407,-0.16069260735773463,0.17468159252718937,0.0,-65.36617279052734,central,2,0.0,0.0,0.0,,,-0.0065356256794751955,-0.35909973696141645,0.0,-65.61601257324219,0.0,0.0
AVLP504,central,2,0.0,0.0,0.0,0.3357780505200696,-0.7124775310077078,-0.07310480077997233,-0.26784871193192383,0.0,-55.950157165527344,central,2,0.0,0.0,0.0,,,0.003606298207015516,0.3577659585007826,0.0,-56.23109436035156,0.0,0.0
AVLP506,central,2,0.0,0.0,0.0,0.12210499171710908,0.5895775309770535,-0.01109847059298239,0.5425816831622997,0.0,-52.98320388793945,central,2,0.0,0.0,0.0,,,0.07095532930940872,0.15805998210469427,0.0,-52.861717224121094,0.0,0.0
AVLP507,central,2,0.0,0.0,0.0,0.4733814075742979,-0.6625157230332772,-0.13544925302619806,-0.3194846657737376,0.0,-62.014766693115234,central,2,0.0,0.0,0.0,,,0.08634349462339085,0.12282222928333664,0.0,-64.8003158569336,0.0,0.0
AVLP508,central,2,0.0,0.0,0.0,0.6054779251910072,0.30007039226595783,-0.16273939236965587,0.13702546372866223,0.0,-58.93171691894531,central,2,0.0,0.0,0.0,,,0.02304475544526912,0.4023827029921688,0.0,-57.655548095703125,0.0,0.0
