cell_type,sides
CL209,L|R
CL210_a,L|R
CL211,L|R
CL212,L|R
CL213,L|R
CL214,L|R
CL215,L|R
CL216,L|R
CL224,L|R
CL225,L|R
CL228,L|R
CL231,L|R
CL234,L|R
CL235,L|R
CL236,L|R
CL238,L|R
CL239,L|R
CL244,L|R
CL245,L|R
CL246,L|R
CL248,L|R
CL249,L|R
CL250,L|R
CL251,L|R
CL252,L|R
CL253,L|R
CL254,L|R
CL255,L|R
CL256,L|R
CL257,L|R
CL258,L|R
CL259,L|R
CL260,L|R
CL261,L|R
CL263,L|R
CL264,L|R
CL266_a1,L|R
CL266_a2,L|R
CL266_a3,L|R
CL266_b1,L|R
CL266_b2,L|R
CL267,L|R
CL268,L|R
CL269,L|R
CL270,L|R
CL271,L|R
CL272_a1,L|R
CL272_a2,L|R
CL272_b1,L|R
CL272_b2,L|R
CL272_b3,L|R
CL273,L|R
CL274,L|R
CL275,L|R
CL280,L|R
CL282,L|R
CL283_a,L|R
CL283_b,L|R
CL283_c,L|R
CL286,L|R
CL287,L|R
CL288,L|R
CL290,L|R
CL291,L|R
CL292,L|R
CL293,L|R
CL294,L|R
CL301,L|R
CL302,L|R
CL303,L|R
CL308,L|R
CL309,L|R
CL310,L|R
CL311,L|R
CL314,L|R
CL315,L|R
CL316,L|R
CL317,L|R
CL318,L|R
CL319,L|R
CL321,L|R
CL322,L|R
CL323,L|R
CL326,L|R
CL327,L|R
CL328,L|R
CL333,L|R
CL335,L|R
CL336,L|R
CL339,L|R
CL340,L|R
CL344_a,L|R
CL344_b,L|R
CL345,L|R
CL348,L|R
CL351,L|R
CL352,L|R
CL353,L|R
CL354,L|R
CL355,L|R
CL356,L|R
CL357,L|R
CL359,L|R
CL360,L|R
CL361,L|R
CL362,L|R
CL364,L|R
CL365,L|R
CL366,L|R
CL367,L|R
CL368,L|R
CRE001,L|R
CRE003_a,L|R
CRE003_b,L|R
CRE004,L|R
CRE005,L|R
CRE006,L|R
CRE007,L|R
CRE008,L|R
CRE009,L|R
CRE010,L|R
CRE011,L|R
CRE012,L|R
CRE013,L|R
CRE014,L|R
CRE015,L|R
CRE016,L|R
CRE017,L|R
CRE018,L|R
CRE019,L|R
CRE020,L|R
CRE021,L|R
CRE022,L|R
CRE023,L|R
CRE024,L|R
CRE025,L|R
CRE026,L|R
CRE027,L|R
CRE028,L|R
CRE030_b,L|R
CRE035,L|R
CRE037,L|R
CRE038,L|R
CRE039_a,L|R
CRE040,L|R
CRE041,L|R
CRE042,L|R
CRE043_a1,L|R
CRE043_a2,L|R
CRE043_a3,L|R
CRE043_b,L|R
CRE043_c1,L|R
CRE043_c2,L|R
CRE043_d,L|R
CRE044,L|R
CRE045,L|R
CRE046,L|R
CRE048,L|R
CRE049,L|R
CRE050,L|R
CRE051,L|R
CRE052,L|R
CRE054,L|R
CRE055,L|R
CRE056,L|R
CRE057,L|R
CRE059,L|R
CRE060,L|R
CRE062,L|R
CRE065,L|R
CRE066,L|R
CRE067,L|R
CRE068,L|R
CRE069,L|R
CRE070,L|R
CRE071,L|R
CRE072,L|R
CRE074,L|R
CRE075,L|R
CRE076,L|R
CRE077,L|R
CRE078,L|R
CRE079,L|R
CRE080_a,L|R
CRE080_b,L|R
CRE080_c,L|R
CRE080_d,L|R
CRE081,L|R
CRE082,L|R
CRE083,L|R
CRE085,L|R
CRE086,L|R
CRE088,L|R
CRE089,L|R
CRE090,L|R
CRE092,L|R
CRE093,L|R
CRE094,L|R
CRE095,L|R
CRE096,L|R
CRE099,L|R
CRE100,L|R
CRE102,L|R
CRE103,L|R
CRE104,L|R
CRE105,L|R
CRE106,L|R
CRE107,L|R
CRE108,L|R
CRE200m,L|R
CRZ,L|R
CRZ01,L|R
CRZ02,L|R
CSD,L|R
CT1,L|R
Cm-DRA,L|R
Cm1,L|R
Cm10,L|R
Cm11a,L|R
Cm11b,L|R
Cm11c,L|R
Cm11d,L|R
Cm12,L|R
Cm13,L|R
Cm14,L|R
Cm15,L|R
Cm16,L|R
Cm17,L|R
Cm18,L|R
Cm19,L|R
Cm2,L|R
Cm20,L|R
Cm21,L|R
Cm22,L|R
Cm23,L|R
Cm24,L|R
Cm25,L|R
Cm26,L|R
Cm27,L|R
Cm28,L|R
Cm29,L|R
Cm3,L|R
Cm30,L|R
Cm31a,L|R
Cm31b,L|R
Cm32,L|R
Cm33,L|R
Cm34,L|R
Cm35,L|R
Cm4,L|R
Cm5,L|R
Cm6,L|R
Cm7,L|R
Cm8,L|R
Cm9,L|R
CvN4,L|R
CvN5,L|R
CvN6,L|R
CvN7,L|R
DA1_lPN,L|R
DA1_vPN,L|R
DA2_lPN,L|R
DA3_adPN,L|R
DA4l_adPN,L|R
DA4m_adPN,L|R
DC1_adPN,L|R
DC2_adPN,L|R
DC3_adPN,L|R
DC4_adPN,L|R
DC4_vPN,L|R
DCH,L|R
DGI,L|R
DH44,L|R
DL1_adPN,L|R
DL2d_adPN,L|R
DL2d_vPN,L|R
DL2v_adPN,L|R
DL3_lPN,L|R
DL4_adPN,L|R
DL5_adPN,L|R
DLMn a, b,L|R
DLMn c-f,L|R
DM1_lPN,L|R
DM2_lPN,L|R
DM3_adPN,L|R
DM3_vPN,L|R
DM4_adPN,L|R
DM4_vPN,L|R
DM5_lPN,L|R
DM6_adPN,L|R
DMS,L|R
DN1a,L|R
DN1pA,L|R
DN1pB,L|R
DNES1,L|R
DNES2,L|R
DNES3,L|R
DNa01,L|R
DNa02,L|R
DNa03,L|R
DNa04,L|R
DNa05,L|R
DNa06,L|R
DNa07,L|R
DNa08,L|R
DNa09,L|R
DNa10,L|R
DNa11,L|R
DNa13,L|R
DNa14,L|R
DNa15,L|R
DNa16,L|R
DNae001,L|R
DNae002,L|R
DNae003,L|R
DNae004,L|R
DNae005,L|R
DNae006,L|R
DNae007,L|R
DNae008,L|R
DNae009,L|R
DNae010,L|R
DNb01,L|R
DNb02,L|R
DNb03,L|R
DNb04,L|R
DNb05,L|R
DNb06,L|R
DNb07,L|R
DNb08,L|R
DNb09,L|R
DNbe001,L|R
DNbe002,L|R
DNbe003,L|R
DNbe004,L|R
DNbe005,L|R
DNbe006,L|R
DNbe007,L|R
DNc01,L|R
DNc02,L|R
DNd01,L|R
DNd02,L|R
DNd03,L|R
DNd04,L|R
DNd05,L|R
DNde001,L|R
DNde002,L|R
DNde003,L|R
DNde005,L|R
DNde006,L|R
DNde007,L|R
DNg01_a,L|R
DNg01_b,L|R
DNg01_c,L|R
DNg01_d,L|R
DNg02_a,L|R
DNg02_b,L|R
DNg02_c,L|R
DNg02_d,L|R
DNg02_e,L|R
DNg02_f,L|R
DNg02_g,L|R
DNg03,L|R
DNg04,L|R
DNg05_a,L|R
DNg05_b,L|R
DNg05_c,L|R
DNg06,L|R
DNg07,L|R
DNg08,L|R
DNg09_a,L|R
DNg09_b,L|R
DNg10,L|R
DNg100,L|R
DNg101,L|R
DNg102,L|R
DNg103,L|R
DNg104,L|R
DNg105,L|R
DNg106,L|R
DNg107,L|R
DNg108,L|R
DNg109,L|R
DNg11,L|R
DNg110,L|R
DNg111,L|R
DNg12_a,L|R
DNg12_b,L|R
DNg12_c,L|R
DNg12_d,L|R
DNg12_e,L|R
DNg12_f,L|R
DNg12_g,L|R
DNg12_h,L|R
DNg13,L|R
DNg14,L|R
DNg15,L|R
DNg16,L|R
DNg17,L|R
DNg18_a,L|R
DNg18_b,L|R
DNg19,L|R
DNg20,L|R
DNg21,L|R
DNg22,L|R
DNg23,L|R
DNg24,L|R
DNg26,L|R
DNg27,L|R
DNg28,L|R
DNg29,L|R
DNg30,L|R
DNg31,L|R
DNg32,L|R
DNg33,L|R
DNg34,L|R
DNg35,L|R
DNg36_a,L|R
DNg36_b,L|R
DNg37,L|R
DNg38,L|R
DNg39,L|R
DNg40,L|R
DNg41,L|R
DNg42,L|R
DNg43,L|R
DNg44,L|R
DNg45,L|R
DNg46,L|R
DNg47,L|R
DNg48,L|R
DNg49,L|R
DNg50,L|R
DNg51,L|R
DNg52,L|R
DNg53,L|R
DNg54,L|R
DNg56,L|R
DNg57,L|R
DNg58,L|R
DNg59,L|R
DNg60,L|R
DNg61,L|R
DNg62,L|R
DNg63,L|R
DNg64,L|R
DNg65,L|R
DNg67,L|R
DNg68,L|R
DNg69,L|R
DNg70,L|R
DNg71,L|R
DNg72,L|R
DNg73,L|R
DNg74_a,L|R
DNg74_b,L|R
DNg75,L|R
DNg76,L|R
DNg77,L|R
DNg78,L|R
DNg79,L|R
DNg80,L|R
DNg81,L|R
DNg82,L|R
DNg83,L|R
DNg84,L|R
DNg85,L|R
DNg86,L|R
DNg87,L|R
DNg88,L|R
DNg89,L|R
DNg90,L|R
DNg91,L|R
DNg92_a,L|R
DNg92_b,L|R
DNg93,L|R
DNg94,L|R
DNg95,L|R
DNg96,L|R
DNg97,L|R
DNg98,L|R
DNg99,L|R
DNge001,L|R
DNge002,L|R
DNge003,L|R
DNge004,L|R
DNge006,L|R
DNge007,L|R
DNge008,L|R
DNge009,L|R
DNge010,L|R
DNge011,L|R
DNge012,L|R
DNge013,L|R
DNge014,L|R
DNge015,L|R
DNge016,L|R
DNge017,L|R
DNge018,L|R
DNge019,L|R
DNge020,L|R
DNge021,L|R
DNge022,L|R
DNge023,L|R
DNge024,L|R
DNge025,L|R
DNge026,L|R
DNge027,L|R
DNge028,L|R
DNge029,L|R
DNge030,L|R
DNge031,L|R
DNge032,L|R
DNge033,L|R
DNge034,L|R
DNge035,L|R
DNge036,L|R
DNge037,L|R
DNge038,L|R
DNge039,L|R
DNge040,L|R
DNge041,L|R
DNge042,L|R
DNge043,L|R
DNge044,L|R
DNge045,L|R
DNge046,L|R
DNge047,L|R
DNge048,L|R
DNge049,L|R
DNge050,L|R
DNge051,L|R
DNge052,L|R
DNge053,L|R
DNge054,L|R
DNge055,L|R
DNge056,L|R
DNge057,L|R
DNge058,L|R
DNge059,L|R
DNge060,L|R
DNge061,L|R
DNge062,L|R
DNge063,L|R
DNge064,L|R
DNge065,L|R
DNge067,L|R
DNge068,L|R
DNge069,L|R
DNge070,L|R
DNge071,L|R
DNge072,L|R
DNge073,L|R
DNge074,L|R
DNge075,L|R
DNge076,L|R
DNge077,L|R
DNge078,L|R
DNge079,L|R
DNge080,L|R
DNge081,L|R
DNge082,L|R
DNge083,L|R
DNge084,L|R
DNge085,L|R
DNge086,L|R
DNge087,L|R
DNge088,L|R
DNge089,L|R
DNge090,L|R
DNge091,L|R
DNge092,L|R
DNge093,L|R
DNge094,L|R
DNge095,L|R
DNge096,L|R
DNge097,L|R
DNge098,L|R
DNge099,L|R
DNge100,L|R
DNge101,L|R
DNge102,L|R
DNge103,L|R
DNge104,L|R
DNge105,L|R
DNge106,L|R
DNge107,L|R
DNge108,L|R
DNge109,L|R
DNge110,L|R
DNge111,L|R
DNge113,L|R
DNge114,L|R
DNge115,L|R
DNge116,L|R
DNge117,L|R
DNge119,L|R
DNge120,L|R
DNge121,L|R
DNge122,L|R
DNge123,L|R
DNge124,L|R
DNge125,L|R
DNge126,L|R
DNge127,L|R
DNge128,L|R
DNge129,L|R
DNge130,L|R
DNge131,L|R
DNge132,L|R
DNge133,L|R
DNge134,L|R
DNge135,L|R
DNge136,L|R
DNge137,L|R
DNge139,L|R
DNge140,L|R
DNge141,L|R
DNge142,L|R
DNge143,L|R
DNge144,L|R
DNge145,L|R
DNge146,L|R
DNge147,L|R
DNge148,L|R
DNge153,L|R
DNge154,L|R
DNge172,L|R
DNge173,L|R
DNge174,L|R
DNge175,L|R
DNge176,L|R
DNge177,L|R
DNge178,L|R
DNge179,L|R
DNge180,L|R
DNge181,L|R
DNge182,L|R
DNge183,L|R
DNge184,L|R
DNp01,L|R
DNp02,L|R
DNp03,L|R
DNp04,L|R
DNp05,L|R
DNp06,L|R
DNp07,L|R
DNp08,L|R
DNp09,L|R
DNp10,L|R
DNp101,L|R
DNp102,L|R
DNp103,L|R
DNp104,L|R
DNp11,L|R
DNp12,L|R
DNp13,L|R
DNp14,L|R
DNp15,L|R
DNp16_a,L|R
DNp16_b,L|R
DNp17,L|R
DNp18,L|R
DNp19,L|R
DNp20,L|R
DNp21,L|R
DNp22,L|R
DNp23,L|R
DNp24,L|R
DNp25,L|R
DNp26,L|R
DNp27,L|R
DNp28,L|R
DNp29,L|R
DNp30,L|R
DNp31,L|R
DNp32,L|R
DNp33,L|R
DNp34,L|R
DNp35,L|R
DNp36,L|R
DNp38,L|R
DNp39,L|R
DNp41,L|R
DNp42,L|R
DNp43,L|R
DNp44,L|R
DNp45,L|R
DNp46,L|R
DNp47,L|R
DNp48,L|R
DNp49,L|R
DNp51,DNpe019,L|R
DNp52,L|R
DNp53,L|R
DNp54,L|R
DNp55,L|R
DNp56,L|R
DNp57,L|R
DNp58,L|R
DNp59,L|R
DNp60,L|R
DNp62,L|R
DNp63,L|R
DNp64,L|R
DNp65,L|R
DNp66,L|R
DNp67,L|R
DNp68,L|R
DNp69,L|R
DNp70,L|R
DNp71,L|R
DNp72,L|R
DNp73,L|R
DNpe001,L|R
DNpe002,L|R
DNpe003,L|R
DNpe004,L|R
DNpe005,L|R
DNpe006,L|R
DNpe007,L|R
DNpe008,L|R
DNpe009,L|R
DNpe010,L|R
DNpe011,L|R
DNpe012_a,L|R
DNpe012_b,L|R
DNpe013,L|R
DNpe014,L|R
DNpe015,L|R
DNpe016,L|R
DNpe017,L|R
DNpe018,L|R
DNpe021,L|R
DNpe022,L|R
DNpe023,L|R
DNpe024,L|R
DNpe025,L|R
DNpe026,L|R
DNpe027,L|R
DNpe028,L|R
DNpe029,L|R
DNpe030,L|R
DNpe031,L|R
DNpe032,L|R
DNpe033,L|R
DNpe034,L|R
DNpe035,L|R
DNpe036,L|R
DNpe037,L|R
DNpe039,L|R
DNpe040,L|R
DNpe041,L|R
DNpe042,L|R
DNpe043,L|R
DNpe045,L|R
DNpe048,L|R
DNpe049,L|R
DNpe050,L|R
DNpe052,L|R
DNpe053,L|R
DNpe054,L|R
DNpe055,L|R
DNpe056,L|R
DNpe057,L|R
DNx01,L|R
DNx02,L|R
DNxl114,L|R
DP1l_adPN,L|R
DP1l_vPN,L|R
DP1m_adPN,L|R
DP1m_vPN,L|R
DPM,L|R
DSKMP3,L|R
DVMn 1a-c,L|R
DVMn 2a, b,L|R
DVMn 3a, b,L|R
D_adPN,L|R
Delta7,L|R
Dm-DRA1,L|R
Dm-DRA2,L|R
Dm1,L|R
Dm10,L|R
Dm11,L|R
Dm12,L|R
Dm13,L|R
Dm14,L|R
Dm15,L|R
Dm16,L|R
Dm17,L|R
Dm18,L|R
Dm19,L|R
Dm2,L|R
Dm20,L|R
Dm3a,L|R
Dm3b,L|R
Dm3c,L|R
Dm4,L|R
Dm6,L|R
Dm8a,L|R
Dm8b,L|R
Dm9,L|R
EA06B010,L|R
EA27X006,L|R
EAXXX079,L|R
EL,L|R
EN21X001,L|R
EN27X010,L|R
ENS1,L|R
ENS2,L|R
ENS3,L|R
ENS4,L|R
ENXXX012,L|R
ENXXX128,L|R
ENXXX226,L|R
ENXXX286,L|R
EPG,L|R
EPGt,L|R
ER1_a,L|R
ER1_b,L|R
ER1_c,L|R
ER2_a,L|R
ER2_b,L|R
ER2_c,L|R
ER2_d,L|R
ER3a_a,L|R
ER3a_b,L|R
ER3a_c,L|R
ER3a_d,L|R
ER3d_a,L|R
ER3d_b,L|R
ER3d_c,L|R
ER3d_d,L|R
ER3d_e,L|R
ER3m,L|R
ER3p_a,L|R
ER3p_b,L|R
ER3w_a,L|R
ER3w_b,L|R
ER3w_c,L|R
ER4d,L|R
ER4m,L|R
ER5,L|R
ER6,L|R
ExR1,L|R
ExR2,L|R
ExR3,L|R
ExR4,L|R
ExR5,L|R
ExR6,L|R
ExR7,L|R
ExR8,L|R
FB1A,L|R
FB1B,L|R
FB1C,L|R
FB1D,L|R
FB1E_a,L|R
FB1E_b,L|R
FB1F,L|R
FB1G,L|R
FB1H,L|R
FB1I,L|R
FB1J,L|R
FB2A,L|R
FB2B_a,L|R
FB2B_b,L|R
FB2C,L|R
FB2D,L|R
FB2E,L|R
FB2F_a,L|R
FB2F_b,L|R
FB2F_c,L|R
FB2F_d,L|R
FB2G_a,L|R
FB2G_b,L|R
FB2H_a,L|R
FB2H_b,L|R
FB2I_a,L|R
FB2I_b,L|R
FB2J_a,L|R
FB2J_b,L|R
FB2J_c,L|R
FB2K,L|R
FB2L,L|R
FB2M_a,L|R
FB2M_b,L|R
FB3A,L|R
FB3C,L|R
FB3E,L|R
FB4A_a,L|R
FB4A_b,L|R
FB4B,L|R
FB4C,L|R
FB4D_a,L|R
FB4D_b,L|R
FB4D_c,L|R
FB4E_a,L|R
FB4E_b,L|R
FB4E_c,L|R
FB4F_a,L|R
FB4F_b,L|R
FB4F_c,L|R
FB4G,L|R
FB4H,L|R
FB4I,L|R
FB4J,L|R
FB4K,L|R
FB4L,L|R
FB4M,L|R
FB4N,L|R
FB4O,L|R
FB4P_a,L|R
FB4P_b,L|R
FB4P_c,L|R
FB4Q_a,L|R
FB4Q_b,L|R
FB4Q_c,L|R
FB4R,L|R
FB4X,L|R
FB4Y,L|R
FB4Z_a,L|R
FB4Z_b,L|R
FB4Z_c,L|R
FB5A,L|R
FB5AA,L|R
FB5AB,L|R
FB5B,L|R
FB5C,L|R
FB5D,L|R
FB5E,L|R
FB5F,L|R
FB5G_a,L|R
FB5G_b,L|R
FB5G_c,L|R
FB5H,L|R
FB5I,L|R
FB5J,L|R
FB5K,L|R
FB5L,L|R
FB5M,L|R
FB5N,L|R
FB5O,L|R
FB5P,L|R
FB5Q,L|R
FB5R,L|R
FB5S,L|R
FB5T,L|R
FB5U,L|R
FB5V_a,L|R
FB5V_b,L|R
FB5V_c,L|R
FB5W_a,L|R
FB5W_b,L|R
FB5X,L|R
FB5Y_a,L|R
FB5Y_b,L|R
FB5Z,L|R
FB6A_a,L|R
FB6A_b,L|R
FB6A_c,L|R
FB6B,L|R
FB6C_a,L|R
FB6C_b,L|R
FB6D,L|R
FB6E,L|R
FB6F,L|R
FB6G,L|R
FB6H,L|R
FB6I,L|R
FB6J,L|R
FB6K,L|R
FB6L,L|R
FB6M,L|R
FB6N,L|R
FB6O,L|R
FB6P,L|R
FB6Q,L|R
FB6R,L|R
FB6S,L|R
FB6T,L|R
FB6U,L|R
FB6V,L|R
FB6W,L|R
FB6X,L|R
FB6Y,L|R
FB6Z,L|R
FB7A,L|R
FB7B,L|R
FB7C,L|R
FB7D_a,L|R
FB7D_b,L|R
FB7E,L|R
FB7F,L|R
FB7G,L|R
FB7H,L|R
FB7I,L|R
FB7J,L|R
FB7K,L|R
FB7L,L|R
FB7M,L|R
FB8A,L|R
FB8B,L|R
FB8C,L|R
FB8D,L|R
FB8E,L|R
FB8F_a,L|R
FB8F_b,L|R
FB8G,L|R
FB8H,L|R
FB8I,L|R
FB9A,L|R
FB9B_a,L|R
FB9B_b,L|R
FB9B_c,L|R
FB9B_d,L|R
FB9B_e,L|R
FB9C,L|R
FC,L|R
FC1A,L|R
FC1B,L|R
FC1C_a,L|R
FC1C_b,L|R
FC1D,L|R
FC1E,L|R
FC1F,L|R
FC2A,L|R
FC2B,L|R
FC2C,L|R
FC3_a,L|R
FC3_b,L|R
FC3_c,L|R
FLA001m,L|R
FLA002m,L|R
FLA003m,L|R
FLA004m,L|R
FLA005m,L|R
FLA006m,L|R
FLA016,L|R
FLA017,L|R
FLA019,L|R
FLA020,L|R
FNM2,L|R
FR1,L|R
FR2,L|R
FS1A_a,L|R
FS1A_b,L|R
FS1A_c,L|R
FS1B_a,L|R
FS1B_b,L|R
FS2,L|R
FS3_a,L|R
FS3_b,L|R
FS3_c,L|R
FS3_d,L|R
FS4A,L|R
FS4B,L|R
FS4C,L|R
Fe reductor MN,L|R
GFC1,L|R
GFC2,L|R
GFC3,L|R
GFC4,L|R
GLNO,L|R
GNG011,L|R
GNG013,L|R
GNG014,L|R
GNG015,L|R
GNG016,L|R
GNG017,L|R
GNG018,L|R
GNG019,L|R
GNG021,L|R
GNG022,L|R
GNG023,L|R
GNG024,L|R
GNG025,L|R
GNG026,L|R
GNG027,L|R
GNG028,L|R
GNG029,L|R
GNG030,L|R
GNG031,L|R
GNG032,L|R
GNG033,L|R
GNG034,L|R
GNG035,L|R
GNG036,L|R
GNG037,L|R
GNG038,L|R
GNG039,L|R
GNG040,L|R
GNG041,L|R
GNG042,L|R
GNG043,L|R
GNG044,L|R
GNG045,L|R
GNG046,L|R
GNG047,L|R
GNG048,L|R
GNG049,L|R
GNG050,L|R
GNG051,L|R
GNG052,L|R
GNG053,L|R
GNG054,L|R
GNG055,L|R
GNG056,L|R
GNG057,L|R
GNG058,L|R
GNG059,L|R
GNG060,L|R
GNG061,L|R
GNG062,L|R
GNG063,L|R
GNG064,L|R
GNG065,L|R
GNG066,L|R
GNG067,L|R
GNG068,L|R
GNG069,L|R
GNG070,L|R
GNG071,L|R
GNG072,L|R
GNG073,L|R
GNG074,L|R
GNG075,L|R
GNG076,L|R
GNG077,L|R
GNG078,L|R
GNG079,L|R
GNG080,L|R
GNG081,L|R
GNG083,L|R
GNG084,L|R
GNG085,L|R
GNG086,L|R
GNG087,L|R
GNG088,L|R
GNG089,L|R
GNG090,L|R
GNG091,L|R
GNG092,L|R
GNG093,L|R
GNG094,L|R
GNG095,L|R
GNG096,L|R
GNG097,L|R
GNG099,L|R
GNG100,L|R
GNG101,L|R
GNG102,L|R
GNG103,L|R
GNG104,L|R
GNG105,L|R
GNG106,L|R
GNG107,L|R
GNG108,L|R
GNG109,L|R
GNG111,L|R
GNG112,L|R
GNG113,L|R
GNG114,L|R
GNG115,L|R
GNG116,L|R
GNG117,L|R
GNG118,L|R
GNG119,L|R
GNG120,L|R
GNG121,L|R
GNG122,L|R
GNG123,L|R
GNG124,L|R
GNG125,L|R
GNG126,L|R
GNG127,L|R
GNG128,L|R
GNG129,L|R
GNG130,L|R
GNG131,L|R
GNG132,L|R
GNG133,L|R
GNG134,L|R
GNG135,L|R
GNG136,L|R
GNG137,L|R
GNG139,L|R
GNG140,L|R
GNG141,L|R
GNG142,L|R
GNG143,L|R
GNG144,L|R
GNG145,L|R
GNG146,L|R
GNG147,L|R
GNG148,L|R
GNG149,L|R
GNG150,L|R
GNG152,L|R
GNG153,L|R
GNG154,L|R
GNG155,L|R
GNG156,L|R
GNG157,L|R
GNG158,L|R
GNG159,L|R
GNG160,L|R
GNG161,L|R
GNG162,L|R
GNG163,L|R
GNG164,L|R
GNG165,L|R
GNG166,L|R
GNG167,L|R
GNG168,L|R
GNG169,L|R
GNG170,L|R
GNG171,L|R
GNG172,L|R
GNG173,L|R
GNG174,L|R
GNG175,L|R
GNG176,L|R
GNG177,L|R
GNG178,L|R
GNG179,L|R
GNG180,L|R
GNG181,L|R
GNG182,L|R
GNG183,L|R
GNG184,L|R
GNG185,L|R
GNG186,L|R
GNG187,L|R
GNG188,L|R
GNG189,L|R
GNG190,L|R
GNG191,L|R
GNG192,L|R
GNG194,L|R
GNG195,L|R
GNG196,L|R
GNG197,L|R
GNG198,L|R
GNG199,L|R
GNG200,L|R
GNG201,L|R
GNG202,L|R
GNG203,L|R
GNG204,L|R
GNG205,L|R
GNG206,L|R
GNG207,L|R
GNG208,L|R
GNG209,L|R
GNG210,L|R
GNG211,L|R
GNG212,L|R
GNG213,L|R
GNG214,L|R
GNG215,L|R
GNG216,L|R
GNG217,L|R
GNG218,L|R
GNG219,L|R
GNG220,L|R
GNG221,L|R
GNG222,L|R
GNG223,L|R
GNG224,L|R
GNG225,L|R
GNG226,L|R
GNG227,L|R
GNG228,L|R
GNG229,L|R
GNG230,L|R
GNG231,L|R
GNG232,L|R
GNG233,L|R
GNG234,L|R
GNG235,L|R
GNG236,L|R
GNG237,L|R
GNG238,L|R
GNG239,L|R
GNG240,L|R
GNG241,L|R
GNG243,L|R
GNG244,L|R
GNG245,L|R
GNG246,L|R
GNG247,L|R
GNG248,L|R
GNG249,L|R
GNG250,L|R
GNG251,L|R
GNG252,L|R
GNG253,L|R
GNG254,L|R
GNG255,L|R
GNG256,L|R
GNG257,L|R
GNG258,L|R
GNG259,L|R
GNG260,L|R
GNG261,L|R
GNG262,L|R
GNG264,L|R
GNG266,L|R
GNG267,L|R
GNG268,L|R
GNG269,L|R
GNG270,L|R
GNG271,L|R
GNG272,L|R
GNG273,L|R
GNG274,L|R
GNG275,L|R
GNG276,L|R
GNG277,L|R
GNG278,L|R
GNG279_a,L|R
GNG279_b,L|R
GNG280,L|R
GNG281,L|R
GNG282,L|R
GNG283,L|R
GNG284,L|R
GNG285,L|R
GNG286,L|R
GNG287,L|R
GNG288,L|R
GNG289,L|R
GNG290,L|R
GNG291,L|R
GNG292,L|R
GNG293,L|R
GNG294,L|R
GNG300,L|R
GNG301,L|R
GNG302,L|R
GNG303,L|R
GNG304,L|R
GNG305,L|R
GNG306,L|R
GNG307,L|R
GNG308,L|R
GNG309,L|R
GNG310,L|R
GNG311,L|R
GNG312,L|R
GNG313,L|R
GNG314,L|R
GNG315,L|R
GNG316,L|R
GNG317,L|R
GNG318,L|R
GNG319,L|R
GNG320,L|R
GNG321,L|R
GNG322,L|R
GNG324,L|R
GNG325,L|R
GNG326,L|R
GNG327,L|R
GNG328,L|R
GNG329,L|R
GNG330,L|R
GNG331,L|R
GNG332,L|R
GNG333,L|R
GNG334,L|R
GNG335,L|R
GNG336,L|R
GNG338,L|R
GNG339,L|R
GNG341,L|R
GNG350,L|R
GNG351,L|R
GNG352,L|R
GNG353,L|R
GNG354,L|R
GNG355,L|R
GNG356,L|R
GNG357,L|R
GNG358,L|R
GNG359,L|R
GNG360,L|R
GNG361,L|R
GNG362,L|R
GNG363,L|R
GNG364,L|R
GNG365,L|R
GNG366,L|R
GNG367_a,L|R
GNG367_b,L|R
GNG368,L|R
GNG369,L|R
GNG370,L|R
GNG371,L|R
GNG372,L|R
GNG373,L|R
GNG375,L|R
GNG376,L|R
GNG377,L|R
GNG379,L|R
GNG380,L|R
GNG381,L|R
GNG382,L|R
GNG383,L|R
GNG385,L|R
GNG386,L|R
GNG387,L|R
GNG388,L|R
GNG390,L|R
GNG391,L|R
GNG392,L|R
GNG393,L|R
GNG394,L|R
GNG395,L|R
GNG396,L|R
GNG397,L|R
GNG398,L|R
GNG399,L|R
GNG400,L|R
GNG401,L|R
GNG402,L|R
GNG403,L|R
GNG404,L|R
GNG406,L|R
GNG407,L|R
GNG408,L|R
GNG409,L|R
GNG410,L|R
GNG411,L|R
GNG412,L|R
GNG413,L|R
GNG414,L|R
GNG415,L|R
GNG416,L|R
GNG417,L|R
GNG418,L|R
GNG419,L|R
GNG420_a,L|R
GNG420_b,L|R
GNG421,L|R
GNG422,L|R
GNG423,L|R
GNG424,L|R
GNG425,L|R
GNG427,L|R
GNG428,L|R
GNG429,L|R
GNG430_a,L|R
GNG430_b,L|R
GNG431,L|R
GNG434,L|R
GNG435,L|R
GNG438,L|R
GNG439,L|R
GNG440,L|R
GNG442,L|R
GNG443,L|R
GNG444,L|R
GNG445,L|R
GNG446,L|R
GNG447,L|R
GNG448,L|R
GNG449,L|R
GNG450,L|R
GNG451,L|R
GNG452,L|R
GNG453,L|R
GNG454,L|R
GNG455,L|R
GNG456,L|R
GNG457,L|R
GNG458,L|R
GNG459,L|R
GNG460,L|R
GNG461,L|R
GNG462,L|R
GNG463,L|R
GNG464,L|R
GNG465,L|R
GNG466,L|R
GNG467,L|R
GNG468,L|R
GNG469,L|R
GNG471,L|R
GNG472,L|R
GNG473,L|R
GNG474,L|R
GNG479,L|R
GNG481,L|R
GNG482,L|R
GNG483,L|R
GNG484,L|R
GNG485,L|R
GNG486,L|R
GNG487,L|R
GNG488,L|R
GNG489,L|R
