run,sim_seconds,avg_forward_speed,path_length,net_displacement,displacement_efficiency,stable,real_time_factor,nonzero_command_cycles,mean_left_drive,mean_right_drive,max_left_drive,max_right_drive
baseline_splice,1.9999999999997962,1.0916253476635753,2.1810674446318234,0.11315538386569819,0.05188073580402254,1.0,0.0023333628497789155,982,0.04576752944365208,0.038295875266585365,0.13965930025907064,0.14243771313159515
descending_readout,1.9999999999997962,4.563790532043783,9.11845348302348,5.633006914226428,0.6177590229213569,1.0,0.0024065159023714164,993,0.31380241125955,0.19510758948955362,0.6430851601651894,0.6038926955914254
