family,super_class,n_roots,mean_selected_frames,total_selected_frames,mean_spike_frames,total_spike_frames,mean_voltage_mv,max_voltage_mv
CB0629,central,1,1.0,1,1.0,1,-63.982967,-46.21875
CB0641,central,1,1.0,1,1.0,1,-50.49672,-45.0
CB0749,central,1,1.0,1,1.0,1,-50.149845,-45.0
CB0901,motor,1,1.0,1,1.0,1,-49.49344,-45.0625
CB0916,motor,2,0.5,1,0.5,1,-50.1525,-45.1875
CB0958,central,2,0.5,1,0.5,1,-49.70156,-45.0625
CB1048,central,4,0.25,1,0.25,1,-48.928204,-45.0
CB1088,central,4,0.25,1,0.25,1,-50.858635,-45.0
CB1300,central,2,0.5,1,0.5,1,-49.1525,-45.03125
CB1366,central,1,1.0,1,1.0,1,-48.532345,-45.0
CB1446,central,2,0.5,1,0.5,1,-48.832733,-45.09375
CB1988,central,2,0.5,1,0.5,1,-48.555626,-45.03125
CB2020,central,6,0.16666666666666666,1,0.16666666666666666,1,-48.396484,-45.0
CB2161,central,1,1.0,1,1.0,1,-49.706562,-45.03125
CB2263,central,8,0.125,1,0.125,1,-51.40426,-45.03125
CB2465,central,1,1.0,1,1.0,1,-49.33172,-45.03125
CB2558,central,5,0.2,1,0.2,1,-49.567406,-45.0625
CB2772,central,3,0.3333333333333333,1,0.3333333333333333,1,-49.57432,-45.0
CB2776,central,3,0.3333333333333333,1,0.3333333333333333,1,-48.297657,-45.03125
CB2940,central,1,1.0,1,1.0,1,-50.51078,-45.0
CB3007,central,3,0.3333333333333333,1,0.3333333333333333,1,-49.140625,-45.0
CB3065,central,2,0.5,1,0.5,1,-50.028984,-45.40625
CB3089,central,1,1.0,1,1.0,1,-50.142967,-45.0625
CB3228,central,1,1.0,1,1.0,1,-49.52625,-45.03125
CB3383,central,3,0.3333333333333333,1,0.3333333333333333,1,-49.553177,-45.03125
CB3581,central,2,0.5,1,0.5,1,-50.388985,-45.125
CB3587,central,2,0.5,1,0.5,1,-49.068516,-45.03125
CB3679,central,1,1.0,1,1.0,1,-50.00656,-45.0625
"CL057,CL106",central,1,1.0,1,1.0,1,-49.10125,-45.0
CL323a,central,2,0.5,1,0.5,1,-49.022736,-45.0
CL333,central,1,1.0,1,1.0,1,-56.28328,-45.3125
DA3_adPN,central,4,0.25,1,0.25,1,-47.688282,-45.03125
DNb06,descending,2,0.5,1,0.5,1,-54.080856,-45.0625
DNge042,descending,1,1.0,1,1.0,1,-61.862812,-45.6875
DNge124,descending,1,1.0,1,1.0,1,-51.906876,-45.09375
DNp07,descending,2,0.5,1,0.5,1,-50.030937,-45.0
DNp20,descending,1,1.0,1,1.0,1,-49.83922,-45.0625
DNp26,descending,2,0.5,1,0.5,1,-51.93859,-45.0
DNpe002,descending,2,0.5,1,0.5,1,-50.57055,-45.03125
DNpe021,descending,2,0.5,1,0.5,1,-54.856094,-45.03125
DP1l_adPN,central,1,1.0,1,1.0,1,-51.14922,-45.09375
IB114,central,2,0.5,1,0.5,1,-51.770546,-45.3125
LAL072,central,1,1.0,1,1.0,1,-51.253593,-45.0625
LAL099,central,2,0.5,1,0.5,1,-49.50641,-45.03125
LAL114,central,1,1.0,1,1.0,1,-49.827187,-45.0
LAL142,central,1,1.0,1,1.0,1,-50.28125,-45.21875
LAL144b,central,2,0.5,1,0.5,1,-50.558517,-45.03125
LAL156b,central,2,0.5,1,0.5,1,-53.52266,-45.0625
LAL170,central,2,0.5,1,0.5,1,-67.14656,-45.15625
LAL182,central,1,1.0,1,1.0,1,-49.955467,-45.125
LHPV1c1,central,2,0.5,1,0.5,1,-49.030937,-45.0
LHPV7b1,central,1,1.0,1,1.0,1,-50.25969,-45.15625
LPT04_HST,visual_projection,1,1.0,1,1.0,1,-52.480625,-45.09375
LPT22,visual_projection,1,1.0,1,1.0,1,-75.680626,-45.03125
LPT26,visual_projection,1,1.0,1,1.0,1,-61.627655,-45.09375
LPT29,visual_projection,1,1.0,1,1.0,1,-52.047188,-45.125
LPT53,visual_centrifugal,1,1.0,1,1.0,1,-50.71422,-45.0
LPsP,central,2,0.5,1,0.5,1,-51.677658,-46.96875
LT34,visual_centrifugal,1,1.0,1,1.0,1,-49.303905,-45.09375
LT73,visual_projection,2,0.5,1,0.5,1,-48.87609,-45.0
LT75,visual_projection,1,1.0,1,1.0,1,-49.728592,-45.0625
LTe49a,visual_projection,2,0.5,1,0.5,1,-48.051483,-45.03125
MBON22,central,1,1.0,1,1.0,1,-51.24828,-45.625
MBON32,central,1,1.0,1,1.0,1,-50.555313,-45.3125
MTe08,visual_projection,5,0.2,1,0.2,1,-55.086597,-45.09375
MZ_lvPN,central,1,1.0,1,1.0,1,-49.983124,-45.09375
M_lv2PN9t49b,central,1,1.0,1,1.0,1,-49.995,-45.0
M_lvPNm29,central,2,0.5,1,0.5,1,-49.912735,-45.03125
M_lvPNm31,central,1,1.0,1,1.0,1,-48.859062,-45.03125
M_smPN6t2,central,1,1.0,1,1.0,1,-50.572968,-45.4375
M_smPNm1,central,2,0.5,1,0.5,1,-49.716797,-45.0
OA-AL2i4,visual_centrifugal,2,0.5,1,0.5,1,-50.30539,-45.03125
ORN_DL1,sensory,61,0.01639344262295082,1,0.01639344262295082,1,-50.840637,-45.0
ORN_VA2,sensory,67,0.014925373134328358,1,0.014925373134328358,1,-52.03981,-45.03125
ORN_VM7d,sensory,5,0.2,1,0.2,1,-49.119972,-45.03125
PAM05,central,4,0.25,1,0.25,1,-51.962383,-45.0
PLP229,central,2,0.5,1,0.5,1,-50.014297,-45.0
PLP248,central,1,1.0,1,1.0,1,-50.385468,-45.15625
PPL203,central,1,1.0,1,1.0,1,-49.96828,-45.0
PPL204,central,1,1.0,1,1.0,1,-48.707188,-45.0625
PS049,central,2,0.5,1,0.5,1,-52.842422,-45.09375
PS078,central,4,0.25,1,0.25,1,-49.836796,-45.0625
PS099b,central,2,0.5,1,0.5,1,-49.788124,-45.1875
PS175,central,1,1.0,1,1.0,1,-52.50844,-45.125
PS178,central,1,1.0,1,1.0,1,-50.136406,-45.03125
PS188a,central,1,1.0,1,1.0,1,-49.02469,-45.0
PS188b,central,1,1.0,1,1.0,1,-48.832813,-45.0
PVLP011,central,2,0.5,1,0.5,1,-50.284374,-45.03125
PVLP018,central,2,0.5,1,0.5,1,-54.28711,-45.0
PVLP020,central,1,1.0,1,1.0,1,-57.507656,-45.0625
PVLP025,central,3,0.3333333333333333,1,0.3333333333333333,1,-51.291508,-45.03125
PVLP100,central,2,0.5,1,0.5,1,-48.981483,-45.0
PVLP130,central,1,1.0,1,1.0,1,-50.15156,-45.03125
SAD034,central,1,1.0,1,1.0,1,-49.28672,-45.25
SAD036,central,1,1.0,1,1.0,1,-54.252342,-45.1875
SAD049,central,3,0.3333333333333333,1,0.3333333333333333,1,-55.268955,-45.125
SAD084,central,2,0.5,1,0.5,1,-50.292732,-45.0625
SLP216,central,1,1.0,1,1.0,1,-50.632343,-45.09375
SMP589,central,2,0.5,1,0.5,1,-49.005703,-45.0
VC1_lPN,central,1,1.0,1,1.0,1,-50.676094,-45.03125
VES003,central,1,1.0,1,1.0,1,-50.04578,-45.0625
VES011,central,1,1.0,1,1.0,1,-49.98922,-45.1875
VESa2_H02,central,2,0.5,1,0.5,1,-63.631172,-46.09375
VESa2_H04,central,2,0.5,1,0.5,1,-48.67984,-45.03125
VP2+VC5_l2PN,central,1,1.0,1,1.0,1,-49.917343,-45.0
VP4+VL1_l2PN,central,1,1.0,1,1.0,1,-50.99,-45.1875
WED007,central,2,0.5,1,0.5,1,-50.850937,-45.0
WED015,central,5,0.2,1,0.2,1,-49.27222,-45.03125
WED076,central,1,1.0,1,1.0,1,-49.389217,-45.0
WED127,central,1,1.0,1,1.0,1,-49.220627,-45.03125
WED182,central,2,0.5,1,0.5,1,-50.639374,-45.0
WEDPN3,central,3,0.3333333333333333,1,0.3333333333333333,1,-48.81609,-45.0
WEDPN4,central,1,1.0,1,1.0,1,-50.4525,-45.03125
Z_vPNml1,central,2,0.5,1,0.5,1,-48.76555,-45.03125
cM11,visual_centrifugal,2,0.5,1,0.5,1,-48.90172,-45.0625
lLN9,central,3,0.3333333333333333,1,0.3333333333333333,1,-48.729218,-45.0
mALD2,central,2,0.5,1,0.5,1,-50.57039,-45.1875
mALD3,central,2,0.5,1,0.5,1,-49.748825,-45.0
vLN26,central,2,0.5,1,0.5,1,-48.180233,-45.0
T4a,optic,44,196.0909090909091,8628,0.0,0,-338.82492,-50.5625
T4b,optic,49,5.020408163265306,246,0.0,0,-155.99493,-51.15625
Nod3,visual_projection,1,182.0,182,0.0,0,-223.20844,-51.28125
H2,visual_projection,1,181.0,181,0.0,0,-312.17358,-50.1875
Am1,optic,1,177.0,177,0.0,0,-490.88187,-47.0
DNa03,descending,1,173.0,173,0.0,0,-211.98843,-47.03125
T4c,optic,49,1.4285714285714286,70,0.0,0,-154.11111,-50.65625
LAL120b,central,1,31.0,31,0.0,0,-162.87202,-50.96875
CB3818,optic,45,0.4888888888888889,22,0.0,0,-82.38366,-47.125
JO-B,sensory,291,0.041237113402061855,12,0.0,0,-52.22952,-50.90625
JO-E,sensory,187,0.06417112299465241,12,0.0,0,-52.030952,-50.65625
ORN_DL3,sensory,79,0.10126582278481013,8,0.0,0,-49.075882,-45.40625
UNKNOWN,ascending,134,0.05970149253731343,8,0.0,0,-52.033905,-50.34375
Mi1,optic,1,7.0,7,0.0,0,-156.92328,-48.71875
ORN_DA1,sensory,123,0.056910569105691054,7,0.0,0,-49.90986,-45.0
1343403608,optic,1,6.0,6,0.0,0,-109.23719,-51.59375
JO-F,sensory,73,0.0547945205479452,4,0.0,0,-52.109604,-51.0625
LPT42_Nod4,visual_projection,1,4.0,4,0.0,0,-156.84062,-46.625
ORN_DM3,sensory,61,0.06557377049180328,4,0.0,0,-49.423084,-45.0
"PFNm,PFNp",central,58,0.06896551724137931,4,0.0,0,-51.83149,-50.8125
CB3828,optic,37,0.08108108108108109,3,0.0,0,-54.1245,-45.03125
ER3a,central,35,0.08571428571428572,3,0.0,0,-52.068127,-50.0625
ER3d,central,45,0.06666666666666667,3,0.0,0,-52.01838,-50.8125
"FS4A,FS4B,FS4C",central,25,0.12,3,0.0,0,-51.984306,-50.9375
JO-FDA,sensory,22,0.13636363636363635,3,0.0,0,-52.246986,-51.1875
LC17,visual_projection,102,0.029411764705882353,3,0.0,0,-69.6005,-45.09375
LPi21,optic,1,3.0,3,0.0,0,-77.081566,-46.21875
Li13,optic,39,0.07692307692307693,3,0.0,0,-52.90218,-45.0
ORN_DL2v,sensory,17,0.17647058823529413,3,0.0,0,-70.00859,-51.09375
T4d,optic,55,0.05454545454545454,3,0.0,0,-58.07383,-45.03125
UNKNOWN,visual_projection,8,0.375,3,0.0,0,-57.115566,-45.125
mAL,central,77,0.03896103896103896,3,0.0,0,-52.286537,-45.0
AVLP454_a,central,10,0.2,2,0.0,0,-51.05184,-45.03125
BM_Ant,sensory,36,0.05555555555555555,2,0.0,0,-52.03802,-50.59375
CB.FB7D0,central,9,0.2222222222222222,2,0.0,0,-50.335815,-46.5625
CB1008,central,16,0.125,2,0.0,0,-50.615517,-47.59375
CB1029,central,11,0.18181818181818182,2,0.0,0,-55.516872,-50.46875
CB1087,central,4,0.5,2,0.0,0,-52.585274,-51.4375
CB1127,central,5,0.4,2,0.0,0,-54.460316,-49.46875
CB1383,central,3,0.6666666666666666,2,0.0,0,-50.809795,-48.84375
CB2354,central,2,1.0,2,0.0,0,-52.849922,-45.46875
CB2375,central,2,1.0,2,0.0,0,-52.28664,-51.75
CB2694,central,5,0.4,2,0.0,0,-51.624157,-50.25
CB3823,optic,46,0.043478260869565216,2,0.0,0,-51.809258,-45.03125
CB3848,optic,47,0.0425531914893617,2,0.0,0,-51.69307,-45.03125
CRE043,central,8,0.25,2,0.0,0,-49.41926,-45.0625
DNa16,descending,1,2.0,2,0.0,0,-106.43219,-51.96875
Delta7,central,37,0.05405405405405406,2,0.0,0,-51.99798,-51.15625
ER2,central,40,0.05,2,0.0,0,-51.7947,-48.4375
ER5,central,17,0.11764705882352941,2,0.0,0,-52.078632,-51.40625
"FB5J,FB5K,FB5L,FB5M,FB5N,FB5W",central,5,0.4,2,0.0,0,-51.691658,-51.28125
JO-C,sensory,26,0.07692307692307693,2,0.0,0,-52.235962,-51.0625
JO-FVA,sensory,56,0.03571428571428571,2,0.0,0,-52.268223,-51.09375
JO-mz,sensory,37,0.05405405405405406,2,0.0,0,-52.484547,-50.9375
LAL167b,central,2,1.0,2,0.0,0,-53.89125,-49.21875
LC26,visual_projection,26,0.07692307692307693,2,0.0,0,-54.83156,-45.03125
LTe26,visual_projection,1,2.0,2,0.0,0,-60.47875,-45.0625
OA-AL2b1,visual_centrifugal,2,1.0,2,0.0,0,-62.43867,-48.4375
ORN_DA3,sensory,30,0.06666666666666667,2,0.0,0,-50.27275,-45.40625
ORN_DA4l,sensory,40,0.05,2,0.0,0,-49.455498,-45.0
ORN_DM1,sensory,68,0.029411764705882353,2,0.0,0,-58.068096,-48.03125
ORN_DM5,sensory,42,0.047619047619047616,2,0.0,0,-51.06919,-48.78125
ORN_VM6l,sensory,21,0.09523809523809523,2,0.0,0,-58.1338,-50.53125
PS096,central,12,0.16666666666666666,2,0.0,0,-53.892002,-50.6875
"SAD011,SAD019",central,4,0.5,2,0.0,0,-51.864376,-49.90625
WED107,central,2,1.0,2,0.0,0,-113.40586,-51.96875
cLLPM01,visual_centrifugal,6,0.3333333333333333,2,0.0,0,-52.53609,-50.5625
cLP01,visual_centrifugal,34,0.058823529411764705,2,0.0,0,-52.43272,-46.6875
"(PS082,PS084)b",central,2,0.5,1,0.0,0,-50.914375,-48.59375
AN_GNG_114,ascending,1,1.0,1,0.0,0,-52.105,-52.03125
AN_GNG_175,ascending,9,0.1111111111111111,1,0.0,0,-51.996216,-51.28125
AN_GNG_204,ascending,5,0.2,1,0.0,0,-51.99953,-51.375
AN_GNG_SAD_16,ascending,2,0.5,1,0.0,0,-51.61547,-51.15625
AN_GNG_VES_9,ascending,4,0.25,1,0.0,0,-52.153633,-51.5625
AN_IPS_GNG_4,ascending,2,0.5,1,0.0,0,-51.98539,-51.875
AN_SAD_GNG_1,ascending,1,1.0,1,0.0,0,-51.234062,-50.84375
AN_multi_37,ascending,2,0.5,1,0.0,0,-52.13891,-51.78125
AN_multi_42,ascending,2,0.5,1,0.0,0,-52.332657,-51.71875
AN_multi_81,ascending,1,1.0,1,0.0,0,-52.255783,-52.0
AOTU025,central,1,1.0,1,0.0,0,-51.914845,-45.0625
AOTUv3B_P02,central,1,1.0,1,0.0,0,-56.896408,-51.1875
ATL009,central,8,0.125,1,0.0,0,-50.084003,-45.0625
AVLP094,central,1,1.0,1,0.0,0,-56.484688,-52.03125
AVLP287,central,1,1.0,1,0.0,0,-55.827187,-50.84375
AVLP444,central,2,0.5,1,0.0,0,-55.746407,-49.625
AVLP496b,central,4,0.25,1,0.0,0,-53.350117,-45.0625
AVLP500,central,1,1.0,1,0.0,0,-52.534687,-45.0625
AVLP501,central,2,0.5,1,0.0,0,-80.595474,-47.4375
AVLP541a,central,4,0.25,1,0.0,0,-54.430588,-51.03125
AVLP548_b,central,3,0.3333333333333333,1,0.0,0,-52.019012,-51.90625
CB.FB1I1,central,8,0.125,1,0.0,0,-51.88998,-51.25
CB.FB2I1,central,4,0.25,1,0.0,0,-52.33625,-51.25
"CB.FB3,4I0",central,4,0.25,1,0.0,0,-51.89793,-50.03125
"CB.FB3,4I5",central,2,0.5,1,0.0,0,-48.643047,-45.0625
"CB.FB3,4L0",central,6,0.16666666666666666,1,0.0,0,-51.056015,-48.71875
CB.FB5B1,central,2,0.5,1,0.0,0,-51.728752,-50.5625
CB.FB5D3,central,3,0.3333333333333333,1,0.0,0,-52.85193,-51.59375
CB.FB6D2,central,3,0.3333333333333333,1,0.0,0,-50.166718,-45.125
CB.FB8D1,central,4,0.25,1,0.0,0,-51.91711,-51.5625
CB0018,central,1,1.0,1,0.0,0,-50.56078,-47.21875
CB0100,central,2,0.5,1,0.0,0,-53.675392,-49.53125
CB0186,central,2,0.5,1,0.0,0,-54.945156,-49.875
CB0223,central,2,0.5,1,0.0,0,-52.249844,-51.375
CB0228,central,1,1.0,1,0.0,0,-58.458908,-50.78125
CB0233,central,2,0.5,1,0.0,0,-51.73047,-45.09375
CB0254,central,1,1.0,1,0.0,0,-53.10625,-52.03125
CB0259,central,1,1.0,1,0.0,0,-50.615936,-47.09375
CB0266,central,2,0.5,1,0.0,0,-52.425705,-50.15625
CB0307,central,1,1.0,1,0.0,0,-49.21875,-45.3125
CB0404,central,2,0.5,1,0.0,0,-54.739452,-46.15625
CB0414,central,1,1.0,1,0.0,0,-53.188126,-51.21875
CB0455,central,1,1.0,1,0.0,0,-51.724686,-51.40625
CB0477,central,1,1.0,1,0.0,0,-48.49,-45.0625
CB0481,central,1,1.0,1,0.0,0,-49.6875,-45.03125
CB0581,central,1,1.0,1,0.0,0,-52.149532,-49.8125
CB0588,central,2,0.5,1,0.0,0,-54.77086,-51.9375
CB0601,central,2,0.5,1,0.0,0,-51.758514,-50.59375
CB0627,central,1,1.0,1,0.0,0,-49.620937,-47.8125
CB0649,central,1,1.0,1,0.0,0,-53.568592,-51.03125
CB0707,central,2,0.5,1,0.0,0,-52.050156,-51.5
CB0709,central,1,1.0,1,0.0,0,-52.96594,-51.34375
CB0793,central,1,1.0,1,0.0,0,-52.158436,-48.8125
CB0812,central,1,1.0,1,0.0,0,-53.11703,-46.5625
CB0823,central,2,0.5,1,0.0,0,-52.089767,-51.0625
CB0875,motor,1,1.0,1,0.0,0,-52.278595,-50.0
CB0882,motor,2,0.5,1,0.0,0,-54.119293,-49.9375
CB0929,central,2,0.5,1,0.0,0,-53.25375,-47.21875
CB0959,central,10,0.1,1,0.0,0,-51.904716,-51.3125
CB1012,central,6,0.16666666666666666,1,0.0,0,-52.481304,-50.9375
CB1036,central,1,1.0,1,0.0,0,-51.917656,-51.53125
CB1041,central,4,0.25,1,0.0,0,-49.325977,-45.0625
CB1042,central,12,0.08333333333333333,1,0.0,0,-52.036774,-46.4375
CB1043,central,1,1.0,1,0.0,0,-52.03453,-51.875
CB1076,central,4,0.25,1,0.0,0,-49.82801,-45.03125
CB1085,central,2,0.5,1,0.0,0,-53.108673,-48.5625
CB1098,central,4,0.25,1,0.0,0,-49.61715,-45.03125
CB1140,central,2,0.5,1,0.0,0,-49.51039,-45.0625
CB1143,central,5,0.2,1,0.0,0,-57.567627,-51.5625
CB1203,central,2,0.5,1,0.0,0,-53.119766,-51.34375
CB1253,central,5,0.2,1,0.0,0,-51.873158,-51.40625
CB1322,central,8,0.125,1,0.0,0,-52.193905,-45.0
CB1329,central,5,0.2,1,0.0,0,-52.29353,-51.125
CB1382,central,4,0.25,1,0.0,0,-53.5634,-51.625
CB1422,central,6,0.16666666666666666,1,0.0,0,-53.25107,-51.84375
CB1482,central,2,0.5,1,0.0,0,-52.240234,-51.875
CB1492,central,3,0.3333333333333333,1,0.0,0,-48.99516,-45.0625
CB1507,central,2,0.5,1,0.0,0,-50.605232,-45.9375
CB1510,central,5,0.2,1,0.0,0,-51.66206,-46.75
CB1514,central,3,0.3333333333333333,1,0.0,0,-52.270313,-51.65625
CB1517,central,1,1.0,1,0.0,0,-50.73547,-49.125
CB1550,central,3,0.3333333333333333,1,0.0,0,-55.127865,-52.0
CB1558,central,3,0.3333333333333333,1,0.0,0,-53.950886,-51.53125
CB1693,central,3,0.3333333333333333,1,0.0,0,-50.515625,-45.0625
CB1741,central,2,0.5,1,0.0,0,-51.040077,-48.9375
CB1742,central,1,1.0,1,0.0,0,-51.918438,-50.34375
CB1756,central,5,0.2,1,0.0,0,-51.353497,-48.875
CB1767,central,7,0.14285714285714285,1,0.0,0,-52.253258,-49.875
CB1805,central,5,0.2,1,0.0,0,-51.79897,-50.90625
CB1836,central,8,0.125,1,0.0,0,-51.924297,-45.875
CB1888,central,2,0.5,1,0.0,0,-57.302345,-51.46875
CB1893,central,8,0.125,1,0.0,0,-51.18494,-46.15625
CB1898,central,3,0.3333333333333333,1,0.0,0,-52.406567,-50.90625
CB1900,central,2,0.5,1,0.0,0,-52.80078,-51.15625
CB1919,central,5,0.2,1,0.0,0,-52.290936,-51.59375
CB1997,central,15,0.06666666666666667,1,0.0,0,-51.333687,-47.125
CB2004,central,6,0.16666666666666666,1,0.0,0,-57.001926,-51.1875
CB2065,central,4,0.25,1,0.0,0,-52.190975,-51.28125
CB2077,central,4,0.25,1,0.0,0,-53.982853,-50.4375
CB2367,central,8,0.125,1,0.0,0,-51.961426,-51.4375
CB2374,central,1,1.0,1,0.0,0,-54.470936,-51.375
CB2376,central,5,0.2,1,0.0,0,-53.64934,-51.78125
CB2388,central,5,0.2,1,0.0,0,-52.862877,-51.9375
CB2395,central,4,0.25,1,0.0,0,-62.53754,-46.75
CB2439,central,1,1.0,1,0.0,0,-52.387188,-51.25
CB2455,central,3,0.3333333333333333,1,0.0,0,-51.78172,-51.15625
CB2528,central,2,0.5,1,0.0,0,-53.161957,-51.84375
CB2576,central,2,0.5,1,0.0,0,-52.47344,-50.59375
CB2626,central,3,0.3333333333333333,1,0.0,0,-51.907604,-51.53125
CB2666,central,7,0.14285714285714285,1,0.0,0,-52.114662,-50.875
CB2670,central,3,0.3333333333333333,1,0.0,0,-52.853024,-50.90625
CB2774,central,6,0.16666666666666666,1,0.0,0,-52.070156,-51.25
CB2778,central,4,0.25,1,0.0,0,-54.136524,-50.4375
CB2783,central,4,0.25,1,0.0,0,-53.14586,-51.40625
CB2792,central,1,1.0,1,0.0,0,-52.994843,-51.625
CB2821,central,4,0.25,1,0.0,0,-52.050858,-51.4375
CB2867,central,1,1.0,1,0.0,0,-52.765625,-52.0
CB2924,central,1,1.0,1,0.0,0,-49.585625,-48.5
CB2942,central,2,0.5,1,0.0,0,-52.274452,-49.75
CB2950,central,2,0.5,1,0.0,0,-51.523205,-49.90625
CB2997,central,2,0.5,1,0.0,0,-54.084686,-50.8125
CB3102,central,2,0.5,1,0.0,0,-49.442345,-45.53125
CB3199,central,4,0.25,1,0.0,0,-51.960625,-51.375
CB3202,central,2,0.5,1,0.0,0,-48.872658,-45.0
CB3382,central,2,0.5,1,0.0,0,-52.045387,-50.96875
CB3384,central,1,1.0,1,0.0,0,-56.249687,-52.5625
CB3409,central,2,0.5,1,0.0,0,-52.08836,-51.375
CB3412,central,2,0.5,1,0.0,0,-52.069298,-51.75
CB3423,central,4,0.25,1,0.0,0,-54.12863,-51.375
CB3627,central,2,0.5,1,0.0,0,-51.888283,-51.53125
CB3699,central,1,1.0,1,0.0,0,-52.005936,-51.8125
CB3721,central,3,0.3333333333333333,1,0.0,0,-51.74469,-51.34375
CB3837,optic,22,0.045454545454545456,1,0.0,0,-52.099026,-49.1875
CB3840,optic,7,0.14285714285714285,1,0.0,0,-72.352036,-45.21875
CB3845,optic,1,1.0,1,0.0,0,-50.34547,-45.3125
CB3858,central,5,0.2,1,0.0,0,-52.001812,-51.375
CL055,central,1,1.0,1,0.0,0,-51.56953,-48.40625
CL067,central,1,1.0,1,0.0,0,-59.31203,-52.28125
CL086_b,central,2,0.5,1,0.0,0,-52.014454,-51.4375
CL258,central,4,0.25,1,0.0,0,-63.774883,-51.4375
"CL259, CL260",central,2,0.5,1,0.0,0,-55.6168,-50.15625
CL268,central,2,0.5,1,0.0,0,-52.644764,-45.34375
CL283a,central,2,0.5,1,0.0,0,-50.710472,-49.28125
"CL328,IB070,IB071",central,11,0.09090909090909091,1,0.0,0,-52.402233,-49.125
CRE103b,central,4,0.25,1,0.0,0,-50.640312,-45.78125
CRE104,central,2,0.5,1,0.0,0,-51.926014,-51.40625
DNde006,descending,2,0.5,1,0.0,0,-51.37453,-50.0
DNg73,descending,1,1.0,1,0.0,0,-51.693905,-50.65625
DNge050,descending,1,1.0,1,0.0,0,-62.469063,-45.15625
DNge100,descending,1,1.0,1,0.0,0,-58.645782,-50.9375
DNge128,descending,1,1.0,1,0.0,0,-48.007656,-45.28125
DNp17,descending,8,0.125,1,0.0,0,-51.20293,-45.125
DNp38,descending,2,0.5,1,0.0,0,-53.618515,-51.4375
DNp40,descending,2,0.5,1,0.0,0,-52.234222,-45.46875
DNp57,descending,2,0.5,1,0.0,0,-60.799374,-45.0625
DNp62,descending,2,0.5,1,0.0,0,-48.731956,-45.78125
DNpe009,descending,8,0.125,1,0.0,0,-52.27537,-51.375
DNpe019,descending,2,0.5,1,0.0,0,-59.53219,-45.46875
DNpe039,descending,1,1.0,1,0.0,0,-59.727345,-52.25
ER1,central,29,0.034482758620689655,1,0.0,0,-51.78167,-48.3125
ER3m,central,14,0.07142857142857142,1,0.0,0,-52.0094,-51.40625
ER3p,central,17,0.058823529411764705,1,0.0,0,-51.995827,-51.34375
ER3w,central,21,0.047619047619047616,1,0.0,0,-51.728825,-46.3125
ER4m,central,10,0.1,1,0.0,0,-51.644154,-50.375
FS2,central,8,0.125,1,0.0,0,-51.848164,-50.75
H03,central,2,0.5,1,0.0,0,-59.147186,-50.40625
IB084,central,6,0.16666666666666666,1,0.0,0,-52.3445,-51.0
JO-A,sensory,56,0.017857142857142856,1,0.0,0,-52.310146,-51.09375
JO-D,sensory,28,0.03571428571428571,1,0.0,0,-52.00166,-51.09375
JO-DA,sensory,12,0.08333333333333333,1,0.0,0,-52.13142,-51.3125
JO-DP,sensory,13,0.07692307692307693,1,0.0,0,-52.10262,-51.375
LAL047,central,1,1.0,1,0.0,0,-53.72328,-45.25
LAL089,central,2,0.5,1,0.0,0,-52.500313,-51.8125
LAL098,central,2,0.5,1,0.0,0,-57.661797,-47.1875
LAL124,central,2,0.5,1,0.0,0,-53.5725,-45.40625
"LAL125,LAL108",central,4,0.25,1,0.0,0,-86.03726,-45.96875
LAL158,central,2,0.5,1,0.0,0,-52.80125,-45.0625
"LAL173,LAL174",central,4,0.25,1,0.0,0,-69.79047,-48.84375
"LAL191,LAL192",central,4,0.25,1,0.0,0,-53.108204,-49.40625
LAL199,central,2,0.5,1,0.0,0,-49.11953,-45.0625
LC20b,visual_projection,23,0.043478260869565216,1,0.0,0,-52.303062,-45.03125
LC25,visual_projection,32,0.03125,1,0.0,0,-59.74504,-45.375
LC29,visual_projection,19,0.05263157894736842,1,0.0,0,-54.590042,-50.3125
LC40,visual_projection,19,0.05263157894736842,1,0.0,0,-54.649548,-50.4375
LC46,visual_projection,12,0.08333333333333333,1,0.0,0,-55.134323,-48.625
LCe01,visual_projection,2,0.5,1,0.0,0,-53.889763,-51.71875
LCe02,visual_projection,25,0.04,1,0.0,0,-52.758774,-46.71875
LHPV2e1_a,central,1,1.0,1,0.0,0,-47.290627,-45.21875
LPTe02,visual_projection,5,0.2,1,0.0,0,-52.202442,-49.71875
LT39,visual_centrifugal,1,1.0,1,0.0,0,-52.14219,-45.25
LT40,visual_centrifugal,1,1.0,1,0.0,0,-49.780937,-45.03125
LT69,visual_projection,1,1.0,1,0.0,0,-50.22875,-45.09375
LT70,visual_centrifugal,4,0.25,1,0.0,0,-51.485546,-48.9375
LTe08,visual_projection,1,1.0,1,0.0,0,-111.354065,-46.75
LTe49c,visual_projection,5,0.2,1,0.0,0,-56.128807,-51.0
MTe50,visual_projection,6,0.16666666666666666,1,0.0,0,-51.314896,-48.125
M_lvPNm45,central,3,0.3333333333333333,1,0.0,0,-51.69385,-49.96875
M_lvPNm47,central,3,0.3333333333333333,1,0.0,0,-51.113956,-45.84375
ORN_DA2,sensory,39,0.02564102564102564,1,0.0,0,-49.079773,-45.03125
ORN_DM2,sensory,54,0.018518518518518517,1,0.0,0,-52.445377,-45.0
ORN_V,sensory,67,0.014925373134328358,1,0.0,0,-50.4925,-45.0
