run_name,sim_seconds,wall_seconds,real_time_factor,avg_forward_speed,path_length,trajectory_smoothness,stable,avg_left_drive,avg_right_drive,mean_abs_turn_drive,max_abs_turn_drive,mean_abs_yaw_rate,max_abs_yaw_rate,mean_vision_balance,mean_abs_vision_balance,nonzero_motor_cycles,first_turn_cycle,turn_response_latency_s,video_exists,log_exists,metrics_exists
flygym-demo-20260308-121237,0.018,24.479481652,0.000735309687349,7.3095363678410195,0.1315716546211383,0.1621727542162302,1.0,0.7000000000000001,0.7000000000000001,0.0,0.0,0.6092427061503258,1.5500793233513832,-0.005873894725962125,0.005873894725962125,0,,,True,True,True
flygym-demo-20260308-121318,0.048,61.659915039,0.0007784636091314,7.775533509061379,0.3732256084349462,0.242802631460044,1.0,0.711953758350474,0.6880462416495254,0.023907516700948685,0.5976879175237171,3.1971234966295015,13.62963579595089,-0.005939025590565159,0.005939025590565159,1,15.0,0.03199999999999989,True,True,True
flygym-demo-20260308-121432,0.098,125.350143671,0.0007818100333192,8.30591836710595,0.813979999976383,0.3131125984955843,1.0,0.7119537583504743,0.6880462416495254,0.023907516700948685,0.5976879175237171,2.8898019412645226,13.62963579595089,-0.0062352057688819995,0.0062352057688819995,2,15.0,0.03199999999999989,True,True,True
