family,super_class,left_count,right_count,bilateral_voltage_corr,turn_drive_asym_corr,mean_abs_asym_mv
CB1851,central,4,4,0.1888583467342419,0.6676202947882263,0.39152345061302185
CB1999,central,2,2,-0.38162017483099026,0.6674054325403893,4.378359317779541
CB1635,central,2,3,0.007235442787685601,0.6626276591330923,1.2128124237060547
LC20b,visual_projection,24,22,-0.48384891311114636,0.6600712076701499,3.6333963871002197
IB051,central,2,2,0.4355756406332189,0.6552588395873664,0.5803906321525574
"CRZ01,CRZ02",central,2,2,0.6707894118610486,0.654622505942579,0.6410156488418579
LC10f,visual_projection,2,2,-0.061697788456018116,0.6521911848206371,1.3253905773162842
CB2250,central,2,2,0.12591288116798266,0.6493481176642586,1.3502343893051147
LTe50,visual_projection,2,2,0.16826515874872638,0.6404659903466351,1.4733593463897705
LTe66,visual_projection,4,3,0.21656575852961688,0.6401503190175224,1.2050129175186157
CB1599,central,2,2,-0.6728114197337075,0.6384306317441568,2.275937557220459
WED039,central,3,3,-0.6352966407903978,0.6362751730068175,2.138333320617676
CB1827,central,4,5,-0.47050103609427363,0.635082532479268,2.332273483276367
CB1916,central,2,2,0.10237336094377986,0.6343758502596808,0.9870312213897705
AVLP454_a,central,5,5,-0.11854775955811593,0.6327562767903346,1.9009376764297485
CB2205,central,2,2,-0.023934118003485896,0.6312306683936116,1.711328148841858
SLP375,central,2,2,0.5331589569335767,0.6276821575260607,0.4026562571525574
CL091,central,3,4,-0.4248810344425086,0.6263820727136199,0.8968489170074463
PLP108,central,4,3,-0.5200090153838213,0.6231486403355833,1.7127604484558105
cM08a,visual_centrifugal,3,2,0.4395275725674979,0.6229576423028576,2.5977602005004883
LPC1,visual_projection,82,82,0.5623236999311179,0.6207796539379083,2.487412452697754
CB1552,central,4,5,-0.26555650104492995,0.6196905316395667,2.131070137023926
CB2320,central,3,2,0.07762725950510924,0.6169728824934917,1.1905208826065063
CB0965,central,3,2,0.392749483826258,0.6133181115512915,0.9601821899414062
CB2625,central,3,3,0.13887949755688705,0.6131137880758188,0.5029689073562622
CB1738,central,5,4,-0.6641623725187621,0.6112107010112985,1.5583751201629639
PVLP105,central,2,2,0.08151386897068433,0.6103125605711059,1.7042187452316284
LC20a,visual_projection,20,26,-0.7770387457380257,0.6074015749669501,2.4057416915893555
WED040,central,7,8,0.08262180323113183,0.6058961394524596,0.8067131638526917
LC10b,visual_projection,40,43,0.1284568522096525,0.6047107024722758,0.8483532667160034
AVLP050,central,3,3,0.055317601241843435,0.6037625809175166,0.763593852519989
CB1807,central,2,2,-0.44179222920079253,0.6029725559478322,1.6149219274520874
PLP181,central,5,4,0.1341140221697628,0.602284527832008,1.655476689338684
AVLP026,central,6,5,-0.42030731104098673,0.5996892337463292,1.4157921075820923
LAL133b,central,3,3,0.1919403624035948,0.5981831578376136,1.9301040172576904
SMP106a,central,7,8,0.6688425199962421,0.5970482172473139,0.10053558647632599
CB1130,central,2,3,0.20368353879856077,0.5968159639717139,1.8706508874893188
CB1185,central,2,2,-0.2870131802881691,0.595851692646036,6.910937309265137
LAL203,central,2,2,-0.17409069701631064,0.5956974560445929,10.127734184265137
"LAL160,LAL161",central,2,2,0.6831877588904484,0.5948223286082105,7.112265586853027
CL258,central,2,2,0.6479215134373018,0.5905881285541251,3.626640558242798
MTe53,visual_projection,7,7,-0.14499573568562737,0.5900707365715714,1.0301116704940796
LCe01a,visual_projection,9,12,0.42403551083117486,0.586337888531379,2.3402602672576904
CB2056,central,5,3,0.46189663184679636,0.5827369536827047,0.47194793820381165
CB2485,central,2,3,0.28599041990051943,0.5802787822745262,0.8639062643051147
PS007,central,3,2,0.2931619344032837,0.5802114363795695,1.3492969274520874
CB2077,central,2,2,-0.2814365153715263,0.576790229860473,2.713515520095825
AVLP577,central,2,2,-0.05818209629469787,0.5767236000915229,7.604921817779541
PLP071,central,2,2,0.8411921574280459,0.5766368946031198,5.364453315734863
CB2197,central,2,2,0.548925251290103,0.5751171153687004,0.9254687428474426
LTe67,visual_projection,2,2,-0.13217378755016293,0.5750643906195563,0.6435937285423279
SMP357,central,2,2,0.12075363223184693,0.568524999592095,0.716796875
WED037,central,3,2,-0.08338410668664649,0.5672534504089044,2.503046989440918
"PLP109,PLP112",central,2,2,-0.21953891527187677,0.5672056001353681,6.99289083480835
CB2511,central,3,3,0.19808205289826172,0.5668077316720834,3.072812557220459
CB3483,central,2,2,0.07774728145189129,0.5662671971842107,0.5185156464576721
LTe49a,visual_projection,2,2,-0.06743340152819904,0.5661810447299954,3.3435938358306885
AVLP488,central,2,2,-0.10238324624619877,0.5657597633651815,6.282812595367432
SMP424,central,2,2,0.20684311442438286,0.5642180635710944,1.1870312690734863
OCG02c,visual_projection,2,2,0.9774893930111251,0.5634446545628063,0.1775781214237213
CB2059,central,2,2,0.0358625622043943,0.5608829188013733,1.2257031202316284
CB3140,central,2,2,0.08001919608319627,0.5593896526663421,1.7065625190734863
WED096a,central,2,2,-0.2211862541756249,0.559365572611559,0.8628125190734863
CB1983,central,3,3,0.5913378356287945,0.559290847600477,1.1186978816986084
LPTe02,visual_projection,5,6,0.11680947129904466,0.5581409705019282,0.9114167094230652
CB2386,central,2,2,0.16717260174508008,0.5565616017871744,3.329531192779541
CB2777,central,2,2,-0.08241533358509218,0.5565025449115628,4.139687538146973
CB1834,central,2,2,-0.325131134342343,0.5563800573702461,3.0508594512939453
CB2865,central,2,2,-0.8311812507182735,0.5531359473862619,1.9943749904632568
LLPC2,visual_projection,120,115,-0.396162203386112,0.5516602442581693,1.1992876529693604
AVLP219c,central,3,4,0.35400884304025887,0.5483024437912676,1.7255206108093262
CB2037,central,2,3,-0.4821230052625347,0.5479036793292288,3.190885543823242
CB1487,central,2,3,-0.29661052440495345,0.5456047095162061,0.6840885281562805
PLP069,central,2,2,0.2762921957133189,0.5455189149302792,0.7762500047683716
LC10c,visual_projection,101,102,0.2406207617653309,0.5448296083521497,0.8127378821372986
CB1833,central,2,3,0.3730268949915239,0.5442924343008286,0.44624999165534973
LC39,visual_projection,4,4,-0.33126071928408507,0.5432297715696902,1.445742130279541
PVLP151,central,2,2,-0.059659144540219686,0.5405706076900417,12.258749961853027
AVLP046,central,2,2,0.18580439145574787,0.5404725475485357,1.0581250190734863
OA-AL2i2,visual_centrifugal,2,2,0.2303755750571481,0.5387891084891113,4.499609470367432
CB2604,central,3,2,0.4333175545290531,0.5386536824681567,2.983489751815796
SMP360,central,2,2,-0.08912201501379449,0.537942404523361,1.0199999809265137
CB1176,central,2,3,-0.2401258225252115,0.5311457787576144,0.20291675627231598
CB3537,central,2,2,-0.21610617985706893,0.5303260048638259,9.252422332763672
CB1368,central,2,2,0.7356624289082969,0.5301319050795221,0.25148436427116394
CL016,central,8,8,0.2847353654610838,0.5266616227611278,0.5405468940734863
CB3074,central,2,2,0.7488495672907978,0.5219784971521537,0.32695311307907104
CB1477,central,2,2,0.42073656922426395,0.5135710798465258,0.835156261920929
AOTU050b,central,4,4,0.6094863282470161,0.513564778498744,0.555468738079071
AVLP048,central,2,2,0.22938637328127381,0.5135150169184536,2.4239842891693115
LT77,visual_projection,3,3,-0.38735867399920265,0.5107552283268711,5.956406116485596
LT74,visual_projection,3,2,0.051915215820236386,0.5095615825187293,6.626978874206543
SMP279_c,central,2,3,0.2947306847102574,0.5082987563806308,1.480208396911621
CB1654,central,2,3,0.13317275797245692,0.5073647311345139,1.4262759685516357
CB1498,central,3,3,0.32681927995330995,0.5050320447473313,2.9253125190734863
WED038a,central,3,3,0.284747664944724,0.5041510566358937,0.9336458444595337
SMP329,central,2,2,0.7250796932818192,0.503141433368824,0.9670312404632568
CL062_a,central,4,5,0.43585935071418314,0.5020290700014785,0.5166406631469727
LTe65,visual_projection,3,4,0.11303919599536126,0.5017118600818679,1.8859245777130127
WED168,central,3,3,-0.02911880267974269,0.5010944883980718,1.4050002098083496
AVLP051,central,3,2,0.05137832116901281,0.4969548681122739,1.9688280820846558
CB2152,central,4,4,0.12110887146310413,0.4959698552640915,0.7796875238418579
CB1090,central,4,4,-0.37701177496644694,0.49459871978199266,0.6767968535423279
CB1189,central,2,2,0.34445057741560503,0.4920386190112033,1.0251562595367432
CB1638,central,4,5,0.7065592186272959,0.4898134666253857,0.7363905310630798
CB2012,central,2,2,0.5946040773955833,0.48939530184247926,0.6077343821525574
SMP328b,central,2,2,0.7899075843524913,0.48898284005010706,0.7330468893051147
IB031,central,2,2,0.6098503751241752,0.4883521163742401,3.3282811641693115
CB2884,central,2,2,0.3328165513082968,0.4866583454518135,0.6251562237739563
CB1213,central,2,3,0.22304744378773367,0.484948703503013,0.8341665863990784
"AVLP190,AVLP191",central,8,8,0.5776746847691169,0.48379597843236194,0.5805273652076721
CB2218,central,2,3,-0.13092500456830106,0.4835706340947399,5.4200263023376465
CB2461,central,2,2,0.05064774623918257,0.48308372078899736,1.677890658378601
WED095,central,3,3,0.14196778638319937,0.48193787779958014,1.2028123140335083
CB2618,central,2,2,-0.2274042754101136,0.48153685177743405,8.689453125
AVLP187,central,4,5,-0.035552437175484876,0.48059539584943933,2.062211036682129
SA_DMT_DMetaN_5,ascending,2,2,0.9698102613039653,0.4782538185948292,0.005703125149011612
SMP281,central,6,6,0.39463495978460794,0.4741204030361388,0.9838020205497742
CB1144,central,2,3,0.23661400442711308,0.47377558728289676,0.2677083909511566
CB1306,central,2,2,0.196896948205956,0.4713824820773958,0.8695312738418579
WED155b,central,3,2,-0.16658124817234363,0.47046238948225816,2.1198956966400146
CB1899,central,3,3,-0.23940704819299444,0.469978470649898,0.46765631437301636
AOTU008d,central,4,4,0.7663879235931453,0.46938467529643474,0.4278515577316284
LT57,visual_projection,11,11,0.6769601900556074,0.46858710443762047,3.4809658527374268
CB1292,central,3,3,-0.12133257583152969,0.4648471100466244,2.730833053588867
LC44,visual_projection,2,2,0.21911833357095556,0.46441922434907174,0.8725781440734863
aMe4,visual_centrifugal,9,5,0.03654891254021959,0.4637035846064958,2.205732583999634
PVLP133,central,13,12,0.11200406131218751,0.46336641449087546,4.6125407218933105
LT82a,visual_projection,2,2,0.0835791841357602,0.4594320283173544,3.017031192779541
CB2389,central,3,2,0.982147588831757,0.4594301492468969,0.26039063930511475
SMP282,central,5,5,0.27844404395835803,0.45780790990120795,0.44478103518486023
