sim_seconds,avg_forward_speed,trajectory_smoothness,path_length,net_displacement,displacement_efficiency,bbox_width,bbox_height,bbox_area,stable,wall_seconds,real_time_factor,device,mode,completed_cycles,target_duration_s,completed_full_duration,failure_type,failure_message
0.1999999999999943,1.5598054908804893,0.5206462396487788,0.30884148719433696,0.05720326991319932,0.18521886561569512,0.06537432596087456,0.023754043504595757,0.001552904582958238,1.0,82.81618503100002,0.0024149868763591277,cpu,flygym,100,0.2,1.0,,
