sim_seconds,avg_forward_speed,trajectory_smoothness,path_length,net_displacement,displacement_efficiency,bbox_width,bbox_height,bbox_area,stable,wall_seconds,real_time_factor,device,mode,completed_cycles,target_duration_s,completed_full_duration,failure_type,failure_message
0.10000000000000184,2.5563466282495866,0.39502788972372754,0.25052196956845946,0.08021675343388461,0.32019847828940207,0.08278980478644371,0.027037386782467365,0.0022384199736560466,1.0,47.77263752500001,0.002093248461479034,cpu,flygym,50,0.1,1.0,,
