sim_seconds,avg_forward_speed,trajectory_smoothness,path_length,net_displacement,displacement_efficiency,bbox_width,bbox_height,bbox_area,stable,wall_seconds,real_time_factor,device,mode,completed_cycles,target_duration_s,completed_full_duration,failure_type,failure_message,sample_count,duration_s,dt_s,target_condition_enabled,target_condition_sample_count,target_condition_visible_fraction,target_condition_mean_abs_bearing_rad,target_condition_median_abs_bearing_rad,target_condition_initial_abs_bearing_rad,target_condition_final_abs_bearing_rad,target_condition_bearing_reduction_rad,target_condition_fixation_fraction_20deg,target_condition_fixation_fraction_30deg,target_condition_approach_fraction,target_condition_bearing_improvement_fraction,target_condition_turn_alignment_fraction_active,target_condition_turn_alignment_fraction_all,target_condition_aligned_turn_fraction,target_condition_turn_bearing_corr,target_condition_yaw_bearing_corr,target_condition_distance_bearing_corr,target_condition_aligned_turn_latency_s,target_condition_fixation_latency_s,target_condition_mean_target_distance,target_perturbation_enabled,target_perturbation_jump_event_count,target_perturbation_removal_event_count,target_perturbation_first_jump_time_s,target_perturbation_jump_turn_alignment_fraction_active,target_perturbation_jump_turn_bearing_corr,target_perturbation_jump_refixation_latency_s,target_perturbation_jump_refixation_fraction_20deg,target_perturbation_jump_bearing_recovery_fraction_2s,spontaneous_locomotion_locomotor_active_fraction,spontaneous_locomotion_turn_active_fraction,spontaneous_locomotion_locomotor_bout_count,spontaneous_locomotion_mean_locomotor_bout_duration_s,spontaneous_locomotion_max_locomotor_bout_duration_s,spontaneous_locomotion_turn_bout_count,spontaneous_locomotion_mean_turn_bout_duration_s,spontaneous_locomotion_max_turn_bout_duration_s,spontaneous_locomotion_controller_state_entropy,spontaneous_locomotion_mean_forward_speed,spontaneous_locomotion_mean_abs_yaw_rate,spontaneous_locomotion_heading_std_rad,spontaneous_locomotion_mean_turn_drive,spontaneous_locomotion_mean_abs_turn_drive,spontaneous_locomotion_right_turn_dominant_fraction,spontaneous_locomotion_left_turn_dominant_fraction,spontaneous_locomotion_turn_switch_count,spontaneous_locomotion_turn_switch_rate_hz,controller_summary_forward_nonzero_fraction,controller_summary_turn_nonzero_fraction,controller_summary_forward_gt_abs_turn_fraction,controller_summary_right_drive_dominant_fraction,controller_summary_left_drive_dominant_fraction
1.9999999999997962,5.466774818221422,0.3862431813308581,10.922616086806404,5.842303130474464,0.5348813035305225,5.638374428264797,2.4617310166358948,13.88016121346613,1.0,900.1899747470002,0.0022217532477651725,cpu,flygym,1000,2.0,1.0,,,1000,1.9980000257492065,0.001999974250793457,True,1000,1.0,1.1952375173568726,1.3296217918395996,1.4459521770477295,1.5751829147338867,-0.12923073768615723,0.067,0.106,0.4164164164164164,0.5585585585585585,0.8679631525076765,0.8679631525076765,0.848,0.7651433704296705,0.322954797459625,0.7035099248872551,0.17999999225139618,0.6159999966621399,10.439033508300781,True,1,0,0.7519999742507935,1.0,0.6386818402266351,,0.0,-0.43655191741089666,0.997,1.0,2.0,0.9969871640205383,1.9919743537902832,1.0,1.999974250793457,1.999974250793457,0.2516494807693422,5.462352752685547,1.8804656267166138,0.5145850777626038,-0.29975438117980957,0.44179582595825195,0.223,0.777,2.0,1.0010009881006101,0.26,1.0,0.206,0.223,0.777
