sim_seconds,avg_forward_speed,trajectory_smoothness,path_length,net_displacement,displacement_efficiency,bbox_width,bbox_height,bbox_area,stable,wall_seconds,real_time_factor,device,mode,completed_cycles,target_duration_s,completed_full_duration,failure_type,failure_message
1.9999999999997962,4.563790532043783,0.42452955925879704,9.11845348302348,5.633006914226428,0.6177590229213569,5.634291580878198,0.4411295510362834,2.485452515480311,1.0,831.076993104,0.0024065159023714164,cpu,flygym,1000,2.0,1.0,,
