sim_seconds,avg_forward_speed,trajectory_smoothness,path_length,net_displacement,displacement_efficiency,bbox_width,bbox_height,bbox_area,stable,wall_seconds,real_time_factor,device,mode,completed_cycles,target_duration_s,completed_full_duration,failure_type,failure_message
0.1999999999999943,2.7755904431369007,0.4638668507447853,0.5495669077411063,0.1621020442120942,0.294963255481275,0.17456010356545448,0.05588829889893532,0.009755867243895225,1.0,84.53516063800001,0.0023658794576193287,cpu,flygym,100,0.2,1.0,,
