sim_seconds,avg_forward_speed,trajectory_smoothness,path_length,net_displacement,displacement_efficiency,bbox_width,bbox_height,bbox_area,stable,wall_seconds,real_time_factor,device,mode,completed_cycles,target_duration_s,completed_full_duration,failure_type,failure_message
0.9999999999999062,3.9274606417824387,0.43921469218273856,3.9196057204988737,2.0844987712420537,0.5318133812134416,2.0379442488774657,0.45744296070188284,0.9322432509518827,1.0,430.9839117270001,0.002320272225459173,cpu,flygym,500,1.0,1.0,,
