sim_seconds,avg_forward_speed,trajectory_smoothness,path_length,net_displacement,displacement_efficiency,bbox_width,bbox_height,bbox_area,stable,wall_seconds,real_time_factor,completed_cycles,target_duration_s,completed_full_duration,failure_type,failure_message
1.9999999999997962,4.834789752960205,0.42517805099487305,9.659911155700684,6.219974994659424,0.6438956729937189,6.206660747528076,1.0288469791412354,6.385704160648743,1.0,797.0861241050001,0.002509139150108121,1000,2.0,1.0,,
