sim_seconds,avg_forward_speed,trajectory_smoothness,path_length,net_displacement,displacement_efficiency,bbox_width,bbox_height,bbox_area,stable,wall_seconds,real_time_factor,device,mode,completed_cycles,target_duration_s,completed_full_duration,failure_type,failure_message
0.4000000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.52115240000421,0.012299687141466377,cpu,mock,20,0.4,1.0,,
